idcode,year,age,collgrad,occ_code,white,elnwage1,elnwage2,elnwage3,elnwage4,elnwage5,elnwage6,elnwage7,elnwage8
358,70,27,0,3,1,1.939565,1.761104,1.670141,1.459915,1.696571,1.566306,1.372034,1.42363
358,71,28,0,3,1,1.968081,1.794331,1.685463,1.482172,1.723836,1.579387,1.39345,1.437676
358,72,29,0,3,1,1.994394,1.825451,1.699381,1.503089,1.74752,1.591251,1.412538,1.451533
358,73,30,0,3,1,2.018504,1.854464,1.711893,1.522666,1.767622,1.601898,1.429299,1.465201
358,75,32,0,3,1,2.060116,1.906165,1.732704,1.5578,1.797084,1.61954,1.455838,1.491968
358,77,34,0,3,1,2.092916,1.949436,1.747895,1.587573,1.81222,1.632312,1.473066,1.517978
358,78,35,0,3,1,2.106012,1.96791,1.753383,1.600449,1.814416,1.636873,1.478188,1.530699
358,80,37,0,3,1,2.125595,1.998534,1.760145,1.622182,1.808064,1.642342,1.48145,1.555572
358,82,39,0,3,1,2.136367,2.020727,1.761288,1.638554,1.787387,1.642942,1.475402,1.579689
358,83,40,0,3,1,2.138449,2.028662,1.759752,1.64473,1.771677,1.641416,1.468886,1.591463
358,85,42,0,3,1,2.136004,2.038209,1.752465,1.653061,1.729512,1.634712,1.448871,1.614443
358,87,44,0,3,1,2.124748,2.039325,1.739559,1.656032,1.673023,1.623139,1.419545,1.636667
358,88,45,0,2,1,2.115815,2.036721,1.730999,1.655508,1.639406,1.615527,1.401391,1.647494
359,82,37,0,1,1,2.125595,1.998534,1.760145,1.622182,1.808064,1.642342,1.48145,1.555572
359,83,38,0,1,1,2.132082,2.010684,1.761419,1.631038,1.799516,1.64325,1.47959,1.567725
359,88,44,0,1,1,2.124748,2.039325,1.739559,1.656032,1.673023,1.623139,1.419545,1.636667
360,78,27,0,3,1,1.954848,1.82719,1.694717,1.529773,1.771836,1.598851,1.361712,1.440596
360,80,29,0,3,1,2.050463,1.871458,1.743299,1.608921,1.779228,1.653648,1.563001,1.568111
360,82,31,0,3,1,2.09648,1.927375,1.766919,1.646734,1.815852,1.673724,1.594195,1.595257
360,83,32,0,3,1,2.131468,2.018258,1.801197,1.733488,1.904058,1.714481,1.595978,1.625512
360,85,34,0,3,1,2.148985,1.995443,1.791813,1.693404,1.843929,1.694709,1.623528,1.634556
360,87,36,0,3,1,2.172974,2.030282,1.801384,1.717817,1.84474,1.702612,1.631445,1.659808
360,88,37,0,3,1,2.181664,2.044541,1.804063,1.728013,1.839773,1.704738,1.631912,1.672151
361,68,18,0,6,1,1.59908,1.433291,1.493598,1.269155,1.36529,1.426342,1.064221,1.305659
361,71,21,0,3,1,1.778281,1.563481,1.592623,1.404063,1.489481,1.524652,1.345118,1.451954
361,75,25,0,7,1,1.875926,1.688325,1.635282,1.411381,1.631296,1.536492,1.322218,1.394969
362,68,18,0,8,1,1.655149,1.479298,1.537516,1.374986,1.396999,1.488738,1.214683,1.422237
362,69,19,0,3,1,1.70349,1.531495,1.565482,1.409304,1.456496,1.512775,1.257048,1.437988
362,70,20,0,3,1,1.749628,1.581585,1.592043,1.442282,1.512412,1.535594,1.297086,1.453549
362,73,24,0,4,1,1.840801,1.648773,1.615745,1.385104,1.593287,1.519759,1.293819,1.380355
362,75,25,0,6,1,1.931995,1.734331,1.6792,1.517213,1.663005,1.598888,1.472681,1.511548
362,77,27,0,6,1,1.939565,1.761104,1.670141,1.459915,1.696571,1.566306,1.372034,1.42363
362,87,37,0,7,1,2.125595,1.998534,1.760145,1.622182,1.808064,1.642342,1.48145,1.555572
363,72,25,0,3,1,1.931995,1.734331,1.6792,1.517213,1.663005,1.598888,1.472681,1.511548
363,77,30,0,7,1,2.018504,1.854464,1.711893,1.522666,1.767622,1.601898,1.429299,1.465201
363,78,31,0,7,1,2.040411,1.881368,1.723001,1.540903,1.784144,1.611328,1.443733,1.478679
363,80,33,0,4,1,2.077617,1.928854,1.741002,1.573356,1.806442,1.626535,1.465616,1.505067
363,82,35,0,3,1,2.106012,1.96791,1.753383,1.600449,1.814416,1.636873,1.478188,1.530699
363,83,36,0,3,1,2.116905,1.984276,1.757466,1.611985,1.813031,1.640216,1.480983,1.54323
363,85,38,0,4,1,2.147365,2.076771,1.785994,1.700895,1.874782,1.675795,1.469268,1.584691
363,87,40,0,3,1,2.153732,2.094748,1.784327,1.714587,1.846942,1.67396,1.458564,1.608429
363,88,41,0,2,1,2.153611,2.100575,1.781386,1.719423,1.827651,1.671217,1.44972,1.620014
366,71,23,0,1,1,1.818757,1.673201,1.619379,1.427343,1.626962,1.534353,1.25277,1.382517
366,73,25,0,7,1,1.891208,1.754411,1.659857,1.481238,1.706561,1.569036,1.311896,1.411935
366,75,27,0,7,1,1.954848,1.82719,1.694717,1.529773,1.771836,1.598851,1.361712,1.440596
366,80,31,0,6,1,2.055694,1.947455,1.747576,1.61076,1.859409,1.643872,1.433411,1.495645
366,82,34,0,6,1,2.108199,2.015522,1.77247,1.65743,1.887485,1.664857,1.462744,1.534943
366,83,35,0,5,1,2.121295,2.033996,1.777959,1.670306,1.889681,1.669417,1.467866,1.547664
366,85,36,0,6,1,2.132188,2.050362,1.782042,1.681843,1.888296,1.672761,1.470661,1.560196
367,85,34,0,3,1,2.092916,1.949436,1.747895,1.587573,1.81222,1.632312,1.473066,1.517978
367,87,36,0,3,1,2.116905,1.984276,1.757466,1.611985,1.813031,1.640216,1.480983,1.54323
367,88,37,0,3,1,2.125595,1.998534,1.760145,1.622182,1.808064,1.642342,1.48145,1.555572
368,69,23,0,1,1,1.818757,1.673201,1.619379,1.427343,1.626962,1.534353,1.25277,1.382517
368,70,24,0,1,1,1.856084,1.71486,1.640321,1.454961,1.668552,1.552303,1.283497,1.397321
368,71,25,0,1,1,1.875926,1.688325,1.635282,1.411381,1.631296,1.536492,1.322218,1.394969
368,72,26,0,1,1,1.908847,1.725768,1.653414,1.436318,1.665724,1.552008,1.34829,1.409394
368,73,27,0,1,1,1.939565,1.761104,1.670141,1.459915,1.696571,1.566306,1.372034,1.42363
368,83,37,0,6,1,2.125595,1.998534,1.760145,1.622182,1.808064,1.642342,1.48145,1.555572
368,87,41,0,3,1,2.138328,2.034489,1.756811,1.649565,1.752385,1.638672,1.460042,1.603048
369,70,18,0,7,1,1.59908,1.433291,1.493598,1.269155,1.36529,1.426342,1.064221,1.305659
369,71,19,0,3,1,1.647421,1.485488,1.521564,1.303473,1.424787,1.450379,1.106586,1.321409
369,72,20,0,3,1,1.693559,1.535578,1.548125,1.336451,1.480703,1.473198,1.146623,1.33697
369,73,21,0,3,1,1.737495,1.58356,1.573281,1.368088,1.533037,1.4948,1.184333,1.352342
369,75,23,0,3,1,1.859543,1.653122,1.638721,1.463318,1.583405,1.564204,1.413554,1.48213
369,77,25,0,3,1,1.875926,1.688325,1.635282,1.411381,1.631296,1.536492,1.322218,1.394969
369,78,26,0,3,1,1.908847,1.725768,1.653414,1.436318,1.665724,1.552008,1.34829,1.409394
369,80,28,0,3,1,1.968081,1.794331,1.685463,1.482172,1.723836,1.579387,1.39345,1.437676
369,83,31,0,2,1,2.040411,1.881368,1.723001,1.540903,1.784144,1.611328,1.443733,1.478679
370,68,23,0,7,1,1.874826,1.719208,1.663297,1.533175,1.658671,1.596749,1.403232,1.499096
370,69,24,0,3,1,1.912153,1.760867,1.684239,1.560792,1.700261,1.614699,1.433959,1.513899
370,70,25,0,3,1,1.931995,1.734331,1.6792,1.517213,1.663005,1.598888,1.472681,1.511548
370,71,26,0,3,1,1.908847,1.725768,1.653414,1.436318,1.665724,1.552008,1.34829,1.409394
370,73,28,0,3,1,1.968081,1.794331,1.685463,1.482172,1.723836,1.579387,1.39345,1.437676
370,85,40,0,3,1,2.138449,2.028662,1.759752,1.64473,1.771677,1.641416,1.468886,1.591463
370,87,42,0,3,1,2.136004,2.038209,1.752465,1.653061,1.729512,1.634712,1.448871,1.614443
371,78,34,0,7,1,2.092916,1.949436,1.747895,1.587573,1.81222,1.632312,1.473066,1.517978
371,82,38,0,3,1,2.132082,2.010684,1.761419,1.631038,1.799516,1.64325,1.47959,1.567725
371,85,41,0,3,1,2.138328,2.034489,1.756811,1.649565,1.752385,1.638672,1.460042,1.603048
372,68,24,0,1,1,1.912153,1.760867,1.684239,1.560792,1.700261,1.614699,1.433959,1.513899
372,69,25,0,1,1,1.947277,1.800418,1.703775,1.58707,1.73827,1.631433,1.462359,1.528513
372,70,26,0,1,1,1.980199,1.837861,1.721907,1.612007,1.772698,1.646948,1.48843,1.542938
372,71,27,0,1,1,2.010917,1.873196,1.738635,1.635604,1.803544,1.661247,1.512174,1.557174
372,72,28,0,1,1,2.039433,1.906424,1.753957,1.657861,1.83081,1.674328,1.53359,1.57122
376,68,21,0,3,1,1.737495,1.58356,1.573281,1.368088,1.533037,1.4948,1.184333,1.352342
376,69,22,0,3,1,1.763944,1.563348,1.572457,1.328529,1.506525,1.482641,1.230038,1.350558
376,70,23,0,3,1,1.803474,1.607115,1.594803,1.357486,1.551697,1.501808,1.263092,1.365551
376,71,24,0,3,1,1.856084,1.71486,1.640321,1.454961,1.668552,1.552303,1.283497,1.397321
376,72,25,0,3,1,1.891208,1.754411,1.659857,1.481238,1.706561,1.569036,1.311896,1.411935
376,73,26,0,3,1,1.92413,1.791854,1.677989,1.506176,1.740989,1.584552,1.337968,1.42636
376,75,28,0,3,1,1.983364,1.860417,1.710039,1.55203,1.799101,1.611932,1.383128,1.454642
376,77,30,0,3,1,2.033787,1.92055,1.736469,1.592523,1.842887,1.634443,1.418977,1.482167
376,78,31,0,3,1,2.055694,1.947455,1.747576,1.61076,1.859409,1.643872,1.433411,1.495645
376,82,35,0,3,1,2.121295,2.033996,1.777959,1.670306,1.889681,1.669417,1.467866,1.547664
376,83,36,0,3,1,2.132188,2.050362,1.782042,1.681843,1.888296,1.672761,1.470661,1.560196
376,85,38,0,3,1,2.147365,2.076771,1.785994,1.700895,1.874782,1.675795,1.469268,1.584691
376,87,40,0,3,1,2.153732,2.094748,1.784327,1.714587,1.846942,1.67396,1.458564,1.608429
376,88,41,0,3,1,2.153611,2.100575,1.781386,1.719423,1.827651,1.671217,1.44972,1.620014
377,73,23,1,3,1,2.033097,2.028303,1.80563,1.805583,2.051023,1.710018,1.787615,1.979703
377,75,25,1,2,1,2.034196,1.99742,1.777615,1.683789,2.023649,1.649761,1.7066,1.875577
377,78,28,1,2,1,2.182421,2.149434,1.871715,1.860411,2.147897,1.755053,1.928294,2.034862
377,80,30,1,1,1,2.232844,2.209566,1.898145,1.900905,2.191684,1.777564,1.964144,2.062386
377,82,31,1,4,1,2.254751,2.236471,1.909252,1.919142,2.208205,1.786993,1.978577,2.075865
377,85,34,1,4,1,2.307256,2.304538,1.934146,1.965812,2.236281,1.807978,2.00791,2.115163
377,87,37,1,4,1,2.339935,2.353636,1.946396,2.000421,2.232126,1.818007,2.016294,2.152758
377,88,38,1,4,1,2.346422,2.365787,1.94767,2.009277,2.223578,1.818916,2.014434,2.164911
379,68,23,0,3,1,1.818757,1.673201,1.619379,1.427343,1.626962,1.534353,1.25277,1.382517
379,69,24,0,3,1,1.856084,1.71486,1.640321,1.454961,1.668552,1.552303,1.283497,1.397321
379,70,25,0,3,1,1.891208,1.754411,1.659857,1.481238,1.706561,1.569036,1.311896,1.411935
379,71,26,0,3,1,1.92413,1.791854,1.677989,1.506176,1.740989,1.584552,1.337968,1.42636
379,72,27,0,3,1,1.954848,1.82719,1.694717,1.529773,1.771836,1.598851,1.361712,1.440596
379,73,28,0,3,1,1.983364,1.860417,1.710039,1.55203,1.799101,1.611932,1.383128,1.454642
379,75,30,0,3,1,2.033787,1.92055,1.736469,1.592523,1.842887,1.634443,1.418977,1.482167
379,77,32,0,3,1,2.075398,1.972252,1.757279,1.627657,1.872349,1.652084,1.445516,1.508934
379,78,33,0,3,1,2.0929,1.994941,1.765577,1.643214,1.881707,1.659079,1.455294,1.522033
379,80,35,0,5,1,2.121295,2.033996,1.777959,1.670306,1.889681,1.669417,1.467866,1.547664
379,82,37,0,3,1,2.140878,2.06462,1.784721,1.692039,1.883329,1.674886,1.471128,1.572538
379,83,38,0,3,1,2.147365,2.076771,1.785994,1.700895,1.874782,1.675795,1.469268,1.584691
379,85,40,0,3,1,2.153732,2.094748,1.784327,1.714587,1.846942,1.67396,1.458564,1.608429
379,87,42,0,3,1,2.151287,2.104295,1.77704,1.722918,1.804778,1.667257,1.438549,1.631409
379,88,43,0,3,1,2.14676,2.105907,1.77129,1.725074,1.778323,1.662079,1.42505,1.642615
380,71,18,0,7,1,1.59908,1.433291,1.493598,1.269155,1.36529,1.426342,1.064221,1.305659
380,73,21,0,3,1,1.737495,1.58356,1.573281,1.368088,1.533037,1.4948,1.184333,1.352342
380,75,23,0,3,1,1.818757,1.673201,1.619379,1.427343,1.626962,1.534353,1.25277,1.382517
380,77,25,0,3,1,1.891208,1.754411,1.659857,1.481238,1.706561,1.569036,1.311896,1.411935
380,78,26,0,3,1,1.92413,1.791854,1.677989,1.506176,1.740989,1.584552,1.337968,1.42636
380,80,27,0,3,1,1.954848,1.82719,1.694717,1.529773,1.771836,1.598851,1.361712,1.440596
380,82,30,0,3,1,2.033787,1.92055,1.736469,1.592523,1.842887,1.634443,1.418977,1.482167
380,83,31,0,3,1,2.055694,1.947455,1.747576,1.61076,1.859409,1.643872,1.433411,1.495645
380,85,32,0,2,1,2.075398,1.972252,1.757279,1.627657,1.872349,1.652084,1.445516,1.508934
380,87,35,0,2,1,2.106012,1.96791,1.753383,1.600449,1.814416,1.636873,1.478188,1.530699
381,70,19,0,7,1,1.647421,1.485488,1.521564,1.303473,1.424787,1.450379,1.106586,1.321409
381,71,20,0,3,1,1.693559,1.535578,1.548125,1.336451,1.480703,1.473198,1.146623,1.33697
381,72,21,0,3,1,1.737495,1.58356,1.573281,1.368088,1.533037,1.4948,1.184333,1.352342
381,73,22,0,3,1,1.779227,1.629434,1.597032,1.398386,1.58179,1.515185,1.219716,1.367524
381,75,24,0,3,1,1.840801,1.648773,1.615745,1.385104,1.593287,1.519759,1.293819,1.380355
381,77,26,0,3,1,1.908847,1.725768,1.653414,1.436318,1.665724,1.552008,1.34829,1.409394
382,68,22,0,3,1,1.779227,1.629434,1.597032,1.398386,1.58179,1.515185,1.219716,1.367524
382,69,23,0,3,1,1.803474,1.607115,1.594803,1.357486,1.551697,1.501808,1.263092,1.365551
382,70,24,0,3,1,1.840801,1.648773,1.615745,1.385104,1.593287,1.519759,1.293819,1.380355
382,71,25,0,3,1,1.875926,1.688325,1.635282,1.411381,1.631296,1.536492,1.322218,1.394969
382,72,26,0,3,1,1.908847,1.725768,1.653414,1.436318,1.665724,1.552008,1.34829,1.409394
382,73,27,0,3,1,1.939565,1.761104,1.670141,1.459915,1.696571,1.566306,1.372034,1.42363
382,75,29,0,3,1,1.994394,1.825451,1.699381,1.503089,1.74752,1.591251,1.412538,1.451533
382,77,31,0,3,1,2.040411,1.881368,1.723001,1.540903,1.784144,1.611328,1.443733,1.478679
382,78,32,0,3,1,2.060116,1.906165,1.732704,1.5578,1.797084,1.61954,1.455838,1.491968
382,80,34,0,3,1,2.108199,2.015522,1.77247,1.65743,1.887485,1.664857,1.462744,1.534943
382,82,36,0,3,1,2.116905,1.984276,1.757466,1.611985,1.813031,1.640216,1.480983,1.54323
382,85,39,0,4,1,2.136367,2.020727,1.761288,1.638554,1.787387,1.642942,1.475402,1.579689
382,88,42,0,2,1,2.151287,2.104295,1.77704,1.722918,1.804778,1.667257,1.438549,1.631409
383,87,35,1,1,1,2.279566,2.343091,1.920292,1.942714,2.282033,1.782687,1.852248,2.028272
384,68,20,0,3,1,1.693559,1.535578,1.548125,1.336451,1.480703,1.473198,1.146623,1.33697
384,69,21,0,3,1,1.737495,1.58356,1.573281,1.368088,1.533037,1.4948,1.184333,1.352342
384,70,22,0,3,1,1.779227,1.629434,1.597032,1.398386,1.58179,1.515185,1.219716,1.367524
384,71,23,0,3,1,1.818757,1.673201,1.619379,1.427343,1.626962,1.534353,1.25277,1.382517
384,72,24,0,3,1,1.840801,1.648773,1.615745,1.385104,1.593287,1.519759,1.293819,1.380355
384,73,25,0,3,1,1.875926,1.688325,1.635282,1.411381,1.631296,1.536492,1.322218,1.394969
384,75,27,0,3,1,1.939565,1.761104,1.670141,1.459915,1.696571,1.566306,1.372034,1.42363
384,87,39,0,8,1,2.136367,2.020727,1.761288,1.638554,1.787387,1.642942,1.475402,1.579689
384,88,41,0,8,1,2.138328,2.034489,1.756811,1.649565,1.752385,1.638672,1.460042,1.603048
385,70,20,0,3,1,1.749628,1.581585,1.592043,1.442282,1.512412,1.535594,1.297086,1.453549
385,71,21,0,7,1,1.737495,1.58356,1.573281,1.368088,1.533037,1.4948,1.184333,1.352342
385,72,22,0,7,1,1.835296,1.675441,1.64095,1.504218,1.613499,1.577581,1.370178,1.484103
386,71,22,1,3,1,1.937498,1.93853,1.739366,1.670794,1.974142,1.628454,1.604098,1.848132
386,72,23,1,3,1,1.977028,1.982296,1.761712,1.699751,2.019314,1.647622,1.637152,1.863124
386,73,24,1,2,1,1.999072,1.957869,1.758079,1.657511,1.985639,1.633028,1.678201,1.860962
386,75,26,1,2,1,2.067118,2.034863,1.795747,1.708726,2.058076,1.665277,1.732672,1.890002
386,77,28,1,2,1,2.126352,2.103427,1.827797,1.75458,2.116188,1.692657,1.777832,1.918283
386,78,29,1,1,1,2.152665,2.134547,1.841714,1.775497,2.139872,1.704521,1.796921,1.93214
386,80,31,1,2,1,2.198682,2.190464,1.865334,1.813311,2.176496,1.724597,1.828115,1.959286
386,82,33,1,1,1,2.235888,2.23795,1.883335,1.845764,2.198795,1.739804,1.849998,1.985675
386,87,38,1,2,1,2.290353,2.31978,1.903752,1.903445,2.191869,1.75652,1.863972,2.048332
387,75,23,1,1,1,1.977028,1.982296,1.761712,1.699751,2.019314,1.647622,1.637152,1.863124
387,77,25,1,1,1,2.049479,2.063506,1.802191,1.753646,2.098914,1.682305,1.696278,1.892542
387,78,26,1,1,1,2.082401,2.10095,1.820323,1.778583,2.133341,1.697821,1.72235,1.906967
388,68,20,0,4,1,1.693559,1.535578,1.548125,1.336451,1.480703,1.473198,1.146623,1.33697
388,69,21,0,4,1,1.737495,1.58356,1.573281,1.368088,1.533037,1.4948,1.184333,1.352342
388,70,22,0,4,1,1.779227,1.629434,1.597032,1.398386,1.58179,1.515185,1.219716,1.367524
388,71,23,0,4,1,1.818757,1.673201,1.619379,1.427343,1.626962,1.534353,1.25277,1.382517
388,72,24,0,4,1,1.856084,1.71486,1.640321,1.454961,1.668552,1.552303,1.283497,1.397321
388,73,25,0,4,1,1.891208,1.754411,1.659857,1.481238,1.706561,1.569036,1.311896,1.411935
388,75,27,0,4,1,1.954848,1.82719,1.694717,1.529773,1.771836,1.598851,1.361712,1.440596
388,77,29,0,4,1,1.994394,1.825451,1.699381,1.503089,1.74752,1.591251,1.412538,1.451533
388,82,34,0,4,1,2.092916,1.949436,1.747895,1.587573,1.81222,1.632312,1.473066,1.517978
389,69,21,0,3,1,1.793564,1.629567,1.617199,1.47392,1.564746,1.557196,1.334796,1.46892
389,70,22,0,3,1,1.763944,1.563348,1.572457,1.328529,1.506525,1.482641,1.230038,1.350558
389,88,40,0,3,1,2.138449,2.028662,1.759752,1.64473,1.771677,1.641416,1.468886,1.591463
390,70,23,1,8,1,1.961745,1.91621,1.737137,1.629894,1.944049,1.615077,1.647474,1.846159
390,71,24,1,8,1,1.999072,1.957869,1.758079,1.657511,1.985639,1.633028,1.678201,1.860962
390,72,25,1,8,1,2.034196,1.99742,1.777615,1.683789,2.023649,1.649761,1.7066,1.875577
390,73,26,1,8,1,2.067118,2.034863,1.795747,1.708726,2.058076,1.665277,1.732672,1.890002
390,75,28,1,8,1,2.126352,2.103427,1.827797,1.75458,2.116188,1.692657,1.777832,1.918283
390,87,40,1,3,1,2.29672,2.337757,1.902085,1.917137,2.164029,1.754685,1.853268,2.07207
391,77,29,0,7,0,1.898614,1.810032,1.723736,1.444296,1.746693,1.523052,1.24589,1.530047
392,68,23,0,6,1,1.859543,1.653122,1.638721,1.463318,1.583405,1.564204,1.413554,1.48213
392,70,25,0,6,1,1.931995,1.734331,1.6792,1.517213,1.663005,1.598888,1.472681,1.511548
392,72,27,0,6,1,1.995635,1.80711,1.714059,1.565747,1.728279,1.628702,1.522496,1.540208
392,82,37,0,5,1,2.181664,2.044541,1.804063,1.728013,1.839773,1.704738,1.631912,1.672151
392,85,40,0,6,1,2.194518,2.074669,1.803669,1.750561,1.803386,1.703812,1.619348,1.708041
392,88,43,0,6,1,2.131477,2.039821,1.746714,1.655217,1.703058,1.629534,1.435372,1.62565
393,68,20,0,7,0,1.623282,1.433993,1.567247,1.243774,1.361055,1.402306,1.151081,1.498131
393,70,22,0,3,0,1.708951,1.527849,1.616154,1.30571,1.462142,1.444293,1.224174,1.528684
393,75,27,0,6,0,1.828502,1.679598,1.669921,1.331265,1.620479,1.465562,1.215707,1.485178
393,77,29,0,6,0,1.883331,1.743946,1.69916,1.374439,1.671428,1.490507,1.256212,1.513081
393,80,32,0,7,0,1.949053,1.82466,1.732483,1.429149,1.720992,1.518796,1.299512,1.553516
393,82,34,0,7,0,1.981853,1.86793,1.747674,1.458922,1.736128,1.531568,1.31674,1.579525
393,83,35,0,7,0,1.994949,1.886404,1.753163,1.471799,1.738324,1.536129,1.321862,1.592246
393,85,37,0,7,0,2.014532,1.917028,1.759925,1.493531,1.731973,1.541598,1.325124,1.61712
393,87,39,0,1,0,2.025304,1.939222,1.761067,1.509903,1.711296,1.542198,1.319075,1.641237
394,72,22,1,3,1,1.978284,1.91845,1.758708,1.706768,1.930586,1.658306,1.764882,1.947744
394,77,27,1,3,1,2.097836,2.070199,1.812474,1.732323,2.088923,1.679575,1.756416,1.904237
395,75,23,1,4,1,1.977028,1.982296,1.761712,1.699751,2.019314,1.647622,1.637152,1.863124
395,77,25,1,4,1,2.049479,2.063506,1.802191,1.753646,2.098914,1.682305,1.696278,1.892542
395,78,26,1,4,1,2.082401,2.10095,1.820323,1.778583,2.133341,1.697821,1.72235,1.906967
395,80,28,1,4,1,2.141635,2.169513,1.852372,1.824437,2.191453,1.725201,1.76751,1.935249
395,82,30,1,6,1,2.192058,2.229645,1.878802,1.864931,2.23524,1.747712,1.803359,1.962774
395,83,31,1,6,1,2.213965,2.25655,1.88991,1.883168,2.251761,1.757141,1.817793,1.976252
395,85,33,1,6,1,2.251171,2.304036,1.907911,1.915621,2.27406,1.772349,1.839676,2.00264
395,87,35,1,6,1,2.279566,2.343091,1.920292,1.942714,2.282033,1.782687,1.852248,2.028272
395,88,36,1,4,1,2.290459,2.359457,1.924375,1.95425,2.280648,1.78603,1.855043,2.040803
396,75,23,0,8,1,1.874826,1.719208,1.663297,1.533175,1.658671,1.596749,1.403232,1.499096
396,77,25,0,7,1,1.875926,1.688325,1.635282,1.411381,1.631296,1.536492,1.322218,1.394969
396,78,26,0,4,1,1.908847,1.725768,1.653414,1.436318,1.665724,1.552008,1.34829,1.409394
396,80,28,0,6,1,1.968081,1.794331,1.685463,1.482172,1.723836,1.579387,1.39345,1.437676
396,82,30,0,6,1,2.018504,1.854464,1.711893,1.522666,1.767622,1.601898,1.429299,1.465201
396,83,31,0,6,1,2.040411,1.881368,1.723001,1.540903,1.784144,1.611328,1.443733,1.478679
396,87,35,0,7,1,2.106012,1.96791,1.753383,1.600449,1.814416,1.636873,1.478188,1.530699
396,88,37,0,7,1,2.125595,1.998534,1.760145,1.622182,1.808064,1.642342,1.48145,1.555572
397,72,20,0,3,1,1.749628,1.581585,1.592043,1.442282,1.512412,1.535594,1.297086,1.453549
397,73,21,0,3,1,1.793564,1.629567,1.617199,1.47392,1.564746,1.557196,1.334796,1.46892
397,75,23,0,3,1,1.874826,1.719208,1.663297,1.533175,1.658671,1.596749,1.403232,1.499096
397,77,25,0,3,1,1.947277,1.800418,1.703775,1.58707,1.73827,1.631433,1.462359,1.528513
397,78,26,0,3,1,1.980199,1.837861,1.721907,1.612007,1.772698,1.646948,1.48843,1.542938
397,80,28,0,2,1,2.039433,1.906424,1.753957,1.657861,1.83081,1.674328,1.53359,1.57122
397,82,30,0,3,1,2.018504,1.854464,1.711893,1.522666,1.767622,1.601898,1.429299,1.465201
397,83,31,0,3,1,2.040411,1.881368,1.723001,1.540903,1.784144,1.611328,1.443733,1.478679
397,85,33,0,3,1,2.077617,1.928854,1.741002,1.573356,1.806442,1.626535,1.465616,1.505067
397,88,37,0,3,1,2.125595,1.998534,1.760145,1.622182,1.808064,1.642342,1.48145,1.555572
398,77,23,1,5,1,2.033097,2.028303,1.80563,1.805583,2.051023,1.710018,1.787615,1.979703
398,78,24,1,5,1,2.055141,2.003876,1.801997,1.763343,2.017348,1.695424,1.828663,1.977541
398,82,28,1,4,1,2.141635,2.169513,1.852372,1.824437,2.191453,1.725201,1.76751,1.935249
398,83,29,1,3,1,2.167948,2.200633,1.86629,1.845354,2.215137,1.737065,1.786599,1.949106
398,87,33,1,2,1,2.235888,2.23795,1.883335,1.845764,2.198795,1.739804,1.849998,1.985675
398,88,35,1,2,1,2.264283,2.277005,1.895717,1.872857,2.206768,1.750142,1.86257,2.011306
399,73,22,1,3,1,1.993567,1.984537,1.783284,1.776625,2.005851,1.690851,1.75456,1.96471
399,75,24,1,1,1,2.014355,2.023955,1.782654,1.727368,2.060905,1.665572,1.667879,1.877928
399,77,26,1,1,1,2.13847,2.146956,1.864241,1.884415,2.16505,1.760218,1.872812,2.023546
399,80,29,1,2,1,2.224017,2.24664,1.910208,1.951186,2.246846,1.799461,1.937061,2.065685
399,82,31,1,2,1,2.270034,2.302557,1.933828,1.988999,2.28347,1.819538,1.968255,2.09283
399,83,32,1,2,1,2.289738,2.327354,1.943531,2.005896,2.29641,1.82775,1.98036,2.106119
399,85,34,1,1,1,2.322539,2.370625,1.958722,2.035669,2.311546,1.840522,1.997588,2.132129
399,87,36,1,1,1,2.275176,2.293371,1.8998,1.884393,2.205383,1.753485,1.865365,2.023837
399,88,37,1,2,1,2.283866,2.307629,1.902478,1.894589,2.200417,1.755611,1.865832,2.03618
400,68,19,0,3,0,1.592427,1.44999,1.565261,1.280654,1.380404,1.412031,1.100722,1.499535
400,69,20,0,3,0,1.638565,1.500079,1.591822,1.313632,1.43632,1.43485,1.140759,1.515096
400,70,21,0,3,0,1.667218,1.481975,1.592403,1.275412,1.413389,1.423908,1.188791,1.513502
401,73,26,1,1,0,1.971338,2.019444,1.820102,1.649933,2.05725,1.597077,1.566024,1.968515
401,75,28,1,1,0,2.030572,2.088007,1.852152,1.695787,2.115362,1.624457,1.611184,1.996797
401,77,30,1,1,0,2.080995,2.14814,1.878582,1.736281,2.159148,1.646968,1.647033,2.024322
401,80,33,1,1,0,2.140108,2.222531,1.90769,1.786971,2.197968,1.671605,1.68335,2.064188
402,71,18,0,7,1,1.59908,1.433291,1.493598,1.269155,1.36529,1.426342,1.064221,1.305659
402,73,20,0,6,1,1.678276,1.469492,1.523549,1.266593,1.405438,1.440654,1.156946,1.320004
402,75,22,0,6,1,1.763944,1.563348,1.572457,1.328529,1.506525,1.482641,1.230038,1.350558
402,77,24,0,6,1,1.840801,1.648773,1.615745,1.385104,1.593287,1.519759,1.293819,1.380355
402,78,25,0,6,1,1.875926,1.688325,1.635282,1.411381,1.631296,1.536492,1.322218,1.394969
402,80,27,0,6,1,1.939565,1.761104,1.670141,1.459915,1.696571,1.566306,1.372034,1.42363
402,82,29,0,6,1,1.994394,1.825451,1.699381,1.503089,1.74752,1.591251,1.412538,1.451533
402,83,30,0,6,1,2.033787,1.92055,1.736469,1.592523,1.842887,1.634443,1.418977,1.482167
