idcode,age,collgrad,occupation,white,elnwage1,elnwage2,elnwage3,elnwage4,elnwage5,elnwage6,elnwage7,elnwage8
1325,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1330,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1339,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1340,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1345,36,0,2,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1349,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
1355,35,0,2,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
1358,42,0,4,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1361,41,1,2,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
1362,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1364,39,1,2,1,2.453124,2.546642,2.000687,2.026641,2.159831,1.47083,1.827404,2.114443
1366,42,0,7,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1367,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1370,34,0,1,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
1371,36,0,7,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1373,43,0,3,0,2.123007,2.041417,1.793758,1.7325,1.81713,1.653797,1.433187,1.692288
1376,39,0,3,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
1379,43,0,3,0,2.123007,2.041417,1.793758,1.7325,1.81713,1.653797,1.433187,1.692288
1380,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
1381,44,0,6,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
1384,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1385,38,0,2,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1386,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1389,37,0,6,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1394,42,1,5,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
1396,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
1398,36,1,3,0,2.399873,2.553845,2.00095,1.964944,2.342685,1.30042,1.604774,2.176526
1408,37,1,8,0,2.414963,2.541706,2.00891,1.94431,2.275168,1.321461,1.614603,2.191308
1411,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1415,38,1,7,1,2.450528,2.557715,2.000197,2.051533,2.188118,1.462347,1.823777,2.092544
1418,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1420,40,0,3,0,2.171446,2.069841,1.825906,1.826343,1.725457,1.684855,1.450214,1.594568
1426,37,0,1,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
1427,36,0,3,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
1428,42,1,8,1,2.423427,2.516619,1.979745,1.939186,2.192659,1.458608,1.81968,2.201488
1434,42,0,7,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1435,44,0,2,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1436,43,1,8,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
1437,44,1,8,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
1441,39,0,3,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
1448,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1453,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1462,42,1,1,0,2.329499,2.448717,2.006678,1.624511,2.243977,1.196476,1.434104,2.277198
1465,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1469,39,0,3,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
1470,36,1,2,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
1471,35,1,1,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
1475,36,1,8,0,2.332666,2.51356,2.014944,1.780255,2.354853,1.164412,1.421644,2.135131
1478,38,0,6,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
1479,43,1,8,1,2.401034,2.507677,1.965293,1.905776,2.242831,1.441977,1.810904,2.23762
1480,41,1,2,1,2.439574,2.526093,1.990461,1.970467,2.162102,1.468961,1.825356,2.168915
1482,38,0,3,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
1484,36,1,2,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
1486,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1490,39,1,2,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
1492,39,0,6,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1494,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1499,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1500,35,0,7,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
1505,43,1,2,1,2.401034,2.507677,1.965293,1.905776,2.242831,1.441977,1.810904,2.23762
1506,38,0,3,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
1507,40,1,1,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
1508,35,1,1,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
1515,44,1,3,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
1519,44,1,3,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
1520,41,0,2,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
1522,36,0,3,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
1523,36,0,2,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
1525,43,0,7,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1526,42,0,7,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1529,38,0,1,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
1530,38,0,4,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
1531,36,0,4,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
1540,39,0,1,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
1542,43,0,3,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
1543,43,1,1,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
1545,38,1,3,1,2.450528,2.557715,2.000197,2.051533,2.188118,1.462347,1.823777,2.092544
1557,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1558,36,0,3,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
1559,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1561,35,0,2,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1562,42,0,3,1,2.172123,2.077975,1.79527,1.895897,1.727808,1.796552,1.64441,1.539053
1563,39,1,8,1,2.453124,2.546642,2.000687,2.026641,2.159831,1.47083,1.827404,2.114443
1564,41,1,3,1,2.439574,2.526093,1.990461,1.970467,2.162102,1.468961,1.825356,2.168915
1565,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1566,39,0,3,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
1572,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1577,41,0,3,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
1578,37,0,4,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
1580,38,0,4,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1582,40,1,8,0,2.42275,2.508485,2.010381,1.869632,2.190308,1.34691,1.625484,2.257003
1583,39,1,8,0,2.426402,2.519026,2.013626,1.896654,2.19898,1.344706,1.624958,2.231546
1585,36,0,3,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
1588,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1591,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1595,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1596,39,0,3,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
1598,44,0,3,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1599,42,1,2,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
1600,42,0,6,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1603,45,0,7,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
1604,37,0,3,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
1607,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1613,38,0,2,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1614,42,0,3,1,2.172123,2.077975,1.79527,1.895897,1.727808,1.796552,1.64441,1.539053
1616,40,0,8,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1618,34,0,6,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
1620,45,0,3,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
1622,37,1,8,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
1623,41,0,2,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1624,39,1,3,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
1625,37,1,1,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
1626,35,0,6,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1628,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1630,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1631,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1635,44,0,3,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1636,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1638,41,0,4,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1641,36,1,7,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
1644,36,1,1,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
1645,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1646,37,0,7,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1647,37,0,4,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1648,35,1,8,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
1649,42,1,1,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
1650,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1651,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1653,35,0,2,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1654,38,1,8,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
1655,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1656,40,0,7,1,2.198168,2.097458,1.812967,1.95633,1.686308,1.810979,1.65266,1.477464
1659,41,1,1,1,2.439574,2.526093,1.990461,1.970467,2.162102,1.468961,1.825356,2.168915
1664,38,1,2,1,2.450528,2.557715,2.000197,2.051533,2.188118,1.462347,1.823777,2.092544
1669,35,0,1,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1671,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1674,42,0,2,1,2.172123,2.077975,1.79527,1.895897,1.727808,1.796552,1.64441,1.539053
1675,42,0,3,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1683,35,1,3,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
1686,35,0,1,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1688,36,0,7,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1689,39,0,6,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1690,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1691,35,0,1,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1693,40,0,8,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1697,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1701,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1702,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1703,45,0,3,1,2.0862,2.052749,1.74071,1.789277,1.937169,1.727823,1.608778,1.658123
1707,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1710,40,1,1,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
1712,40,0,6,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1713,38,0,7,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
1714,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1716,35,1,1,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
1719,39,0,1,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1721,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1724,40,1,8,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
1725,42,1,2,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
1729,38,0,2,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1732,34,0,3,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
1737,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1738,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1740,44,0,7,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1742,39,1,3,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
1743,41,0,2,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1746,42,0,2,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1748,43,1,8,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
1749,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1750,44,0,2,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1752,34,0,7,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
1754,42,1,1,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
1755,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1758,40,0,2,1,2.198168,2.097458,1.812967,1.95633,1.686308,1.810979,1.65266,1.477464
1759,40,0,5,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1760,36,1,1,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
1761,36,1,8,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
1762,38,0,5,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1763,39,1,4,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
1764,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1765,43,0,6,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1769,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1770,37,0,6,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1776,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1777,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1778,44,0,5,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1779,38,1,3,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
1780,43,0,6,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1784,35,0,2,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
1785,39,0,6,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
1786,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1787,38,0,7,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1788,37,0,4,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1790,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1791,34,0,7,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
1792,35,0,4,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1796,36,0,7,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1801,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1802,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1804,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1805,40,1,1,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
1807,38,1,1,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
1810,36,1,1,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
1814,42,0,3,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1815,45,0,3,1,2.0862,2.052749,1.74071,1.789277,1.937169,1.727823,1.608778,1.658123
1817,36,0,6,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
1818,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1819,43,0,4,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
1822,45,0,3,1,2.0862,2.052749,1.74071,1.789277,1.937169,1.727823,1.608778,1.658123
1823,36,1,7,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
1825,44,0,4,1,2.121089,2.060625,1.762632,1.826946,1.847767,1.757012,1.623756,1.614875
1826,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1827,38,1,1,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
1828,37,0,6,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1829,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1830,39,1,8,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
1831,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1833,38,0,2,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1842,44,0,3,0,2.094366,2.033009,1.775571,1.69696,1.886917,1.630887,1.42131,1.731978
1843,43,0,6,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
1845,40,0,7,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
1847,40,0,5,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
1853,36,0,2,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
1854,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1856,35,0,3,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
1857,44,0,7,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
1858,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1860,35,0,4,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1863,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1864,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1865,40,1,8,1,2.449472,2.536101,1.997442,1.999619,2.151159,1.473035,1.82793,2.139899
1866,37,0,1,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
1867,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1868,43,0,7,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1872,40,0,6,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1873,43,0,7,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1875,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1876,37,0,7,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1878,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
1879,35,1,8,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
1880,37,0,1,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1881,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1882,40,0,3,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
1883,42,0,6,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1884,44,1,1,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
1886,36,0,7,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
1890,35,0,2,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1891,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1892,41,0,6,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1894,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1895,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1896,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1899,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
1905,44,1,8,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
1910,39,1,8,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
1911,38,0,1,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1915,40,1,1,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
1918,44,0,7,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1921,44,0,1,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1925,34,0,3,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
1926,41,0,1,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1927,38,0,1,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1928,45,1,8,1,2.270298,2.451107,1.939178,1.647877,2.414189,1.253871,1.600919,2.279164
1929,36,1,8,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
1930,41,1,3,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
1932,45,0,2,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
1934,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1939,39,0,3,0,2.175098,2.080382,1.829152,1.853365,1.734129,1.68265,1.449687,1.569111
1941,34,0,3,0,2.099645,2.141079,1.789347,1.956534,2.07171,1.577448,1.400544,1.495201
1944,37,0,3,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
1949,40,0,7,0,2.171446,2.069841,1.825906,1.826343,1.725457,1.684855,1.450214,1.594568
1951,42,0,3,0,2.078195,2.010074,1.822204,1.581222,1.779126,1.53442,1.258834,1.614762
1953,35,0,3,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
