Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Odo1,Odo2,Odo3,Odo4,Odo5,Odo6,Odo7,Odo8,Odo9,Odo10,Odo11,Odo12,Odo13,Odo14,Odo15,Odo16,Odo17,Odo18,Odo19,Odo20,RouteUsage,Branded,Xst1,Xst2,Xst3,Xst4,Xst5,Xst6,Xst7,Xst8,Xst9,Xst10,Xst11,Xst12,Xst13,Xst14,Xst15,Xst16,Xst17,Xst18,Xst19,Xst20,Zst
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,10.25,0,0.125,0.375,1.875,3.375,5.125,10.375,10.75,0,0.875,1.25,3,4.75,6.375,7.125,8.125,9.25,0,0.875,0.83,1,83,1,2,4,16,28,42,84,87,1,8,11,25,39,52,58,66,75,1,8,59
1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,3.25,9.5,0,1.125,0,8.625,0,8.75,15.375,17.75,18.5,0,0,1.25,1.25,6.75,0,0.125,2.125,3.625,0.32,1,27,77,1,10,1,70,1,71,124,143,149,1,1,11,11,55,1,2,18,30,8
1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0.625,0.875,1.125,0,0.5,1,0,0.375,1.875,1.875,4.5,4.625,0,0.5,2.5,3.625,6.25,6.375,6.5,0,1.18,0,6,8,10,1,5,9,1,4,16,16,37,38,1,5,21,30,51,52,53,1,94
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0.125,0.5,0.625,0.75,0.875,0,2.375,0,0.625,0.75,0.875,2.25,2.5,3.625,0,4.125,4.125,4.25,0,0.5,1.05,1,2,5,6,7,8,1,20,1,6,7,8,19,21,30,1,34,34,35,1,5,81
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6.25,6.625,10.375,12.625,0,1.125,1.625,1.625,2.25,2.375,4,4.875,14.5,17.5,0,1.75,2.125,3.25,7.25,7.75,0.53,1,51,54,84,102,1,10,14,14,19,20,33,40,117,141,1,15,18,27,59,63,29
1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,2.625,2.625,3.625,0,0,2.625,0,2.5,0,2.625,5.25,5.5,10,0,0.125,0.25,0.875,0,0.875,1.625,0.79,1,22,22,30,1,1,22,1,21,1,22,43,45,81,1,2,3,8,1,8,14,55
1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,2.125,0,0.375,2.375,3.375,6.25,0,1.625,3.125,3.5,3.875,4.875,0,0.875,1.625,2.5,3.25,0,2,1.24,1,1,18,1,4,20,28,51,1,14,26,29,32,40,1,8,14,21,27,1,17,100
1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,3.75,4,4.625,0,0.25,0.625,2.75,3.875,4.25,0,0.375,0.375,0,1.375,1.5,2.75,3.25,0,1.25,1.625,0.97,0,31,33,38,1,3,6,23,32,35,1,4,4,1,12,13,23,27,1,11,14,73
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1.625,3.875,5,5,9.375,9.375,10.75,0,0.125,1.875,2.125,3.625,4.875,5.625,5.875,6.375,7,8.875,0,4.75,1.09,1,14,32,41,41,76,76,87,1,2,16,18,30,40,46,48,52,57,72,1,39,85
1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0.875,1.125,1.125,1.25,4.625,6,0,1.5,3.125,0,0.625,3.625,5.125,5.625,0,0.375,1.25,2,2,4.125,0.68,1,8,10,10,11,38,49,1,13,26,1,6,30,42,46,1,4,11,17,17,34,44
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,4.25,5,5,0,1.5,5.25,5.375,6.375,9.125,0,2,6,10.25,10.75,11.75,0,2.375,8.25,0,2.875,0.72,1,35,41,41,1,13,43,44,52,74,1,17,49,83,87,95,1,20,67,1,24,48
0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,6.25,0,3.25,0,1.125,2.875,3.5,0,0.875,1.625,2,2.625,0,1.375,1.875,0,2.625,2.875,3,4.125,0.81,0,51,1,27,1,10,24,29,1,8,14,17,22,1,12,16,1,22,24,25,34,57
1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1.125,1.125,4.875,6.5,10.875,0,4.5,0,3.625,8.25,0,0.25,0.5,0.75,1.375,1.375,1.625,2.375,2.5,0.52,0,1,10,10,40,53,88,1,37,1,30,67,1,3,5,7,12,12,14,20,21,28
1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.25,0,5.625,5.875,0,1,0,0,0.125,0.375,2.375,4.625,5,5.875,7,7.25,0,1.125,3.625,1,1,1,3,1,46,48,1,9,1,1,2,4,20,38,41,48,57,59,1,10,30,76
1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0.5,1.25,1.375,1.75,0,1.375,0,0.25,0.75,1.875,11.375,0,4.75,5.75,6.875,6.875,0,0.5,0.875,0.75,0,1,5,11,12,15,1,12,1,3,7,16,92,1,39,47,56,56,1,5,8,51
1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,4.75,5.25,5.5,5.625,6.25,0,0.125,1.5,1.75,2.875,2.875,0,2.125,2.5,2.75,5.25,0,3.375,3.5,3.875,0.9,1,39,43,45,46,51,1,2,13,15,24,24,1,18,21,23,43,1,28,29,32,66
1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1.875,5.25,6.375,0,1.375,5.875,6.875,0,0.875,2.125,6.375,10,13.625,0,0.125,0.75,2,3.375,4.375,0.56,1,1,16,43,52,1,12,48,56,1,8,18,52,81,110,1,2,7,17,28,36,32
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.75,2.25,9.25,0,0.625,1,4.375,4.625,6.5,14.625,0,0,2.25,2.625,3,3.375,5.125,8.75,14.375,0.39,1,1,7,19,75,1,6,9,36,38,53,118,1,1,19,22,25,28,42,71,116,15
1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,2,2,2.25,0,0,1,0,0.125,0.375,0,0,2.125,2.75,4.125,4.75,0,0,0.75,1.75,2.875,0.73,0,17,17,19,1,1,9,1,2,4,1,1,18,23,34,39,1,1,7,15,24,49
1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0.75,3.625,4,5,5.25,0,9.375,10.125,0,3.125,5.875,0,0.5,1,2.625,3.125,7,0,0.5,0.61,0,1,7,30,33,41,43,1,76,82,1,26,48,1,5,9,22,26,57,1,5,37
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0.25,0.25,0.25,1.25,2.375,4.625,5.375,0,1.25,2,0,0.25,0.375,1.25,4.625,0,0,2.875,2.875,1.04,0,1,3,3,3,11,20,38,44,1,11,17,1,3,4,11,38,1,1,24,24,80
1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,6.75,7.25,0,1,6.5,8,0,1.25,2,3.75,4.25,5.25,0,0.875,1.5,2.75,3,0,0,1.875,1.03,1,55,59,1,9,53,65,1,11,17,31,35,43,1,8,13,23,25,1,1,16,79
0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0.25,0,0.625,1.125,1.125,1.25,2.125,2.875,3.5,6,6.75,0,4.75,6.375,0,0,3,3.375,0,2.875,0.92,0,3,1,6,10,10,11,18,24,29,49,55,1,39,52,1,1,25,28,1,24,68
1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,4,7.375,8,9.375,0,0,2.25,2.625,2.625,7.625,12.25,12.75,0,8.625,10.875,0,3.75,7.5,9.75,0.38,1,1,33,60,65,76,1,1,19,22,22,62,99,103,1,70,88,1,31,61,79,14
1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0.625,1.125,0,0.125,3.25,7.625,0,0,1.25,3.5,3.875,12.5,0,1.875,0,7.5,0,0,0.875,2.375,0.27,0,6,10,1,2,27,62,1,1,11,29,32,101,1,16,1,61,1,1,8,20,3
1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1.625,2.125,2.125,2.875,4.625,5.25,5.75,0,0,0.875,2.5,0,0.875,1.125,1.25,0,1.75,6.5,7.125,7.375,0.81,1,14,18,18,24,38,43,47,1,1,8,21,1,8,10,11,1,15,53,58,60,57
1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,11.125,11.75,0,1.5,2.125,2.75,3.75,5.625,0,0.375,0.625,4.25,5.875,0,3,7.625,13,0,4.75,5,0.55,1,90,95,1,13,18,23,31,46,1,4,6,35,48,1,25,62,105,1,39,41,31
0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5.625,0,0.375,1.375,1.625,1.75,1.875,2,2.25,2.5,2.625,5.25,0,0.125,0.5,1.375,1.5,1.5,1.5,2.375,1.19,1,46,1,4,12,14,15,16,17,19,21,22,43,1,2,5,12,13,13,13,20,95
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,5.875,0,1,3.75,3.875,4.375,5.625,6.5,7,0,0.25,0.625,1.75,2.875,3,3.625,4.5,5.625,0,0.125,1.24,1,48,1,9,31,32,36,46,53,57,1,3,6,15,24,25,30,37,46,1,2,100
0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,8.875,0,0.125,1.375,1.625,2.25,6.875,9.75,11.875,0,0.375,2.125,6.25,0,2.875,6.25,6.25,0,0.5,0,0.53,1,72,1,2,12,14,19,56,79,96,1,4,18,51,1,24,51,51,1,5,1,29
1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.375,4.875,7.5,0,0.125,0,1.125,0,0.125,0.625,0.625,0.75,2.5,2.625,2.875,2.875,5.125,7.125,8.5,9.625,1.05,1,28,40,61,1,2,1,10,1,2,6,6,7,21,22,24,24,42,58,69,78,81
1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.875,2.125,3.25,3.375,0,4.125,0,0,0.125,1,0,0.25,2.125,0,0.125,2.125,2.375,5.625,6.25,1.15,0,1,8,18,27,28,1,34,1,1,2,9,1,3,18,1,2,18,20,46,51,91
1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,2.125,5.625,6.25,0,0,0.125,1.125,0,2.375,3.125,3.25,3.625,0,0.25,0.5,0.875,3.75,6.25,7.25,0.85,1,17,18,46,51,1,1,2,10,1,20,26,27,30,1,3,5,8,31,51,59,61
1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,2.5,2.75,0,0.75,1.75,3.875,0,1.125,0,0.25,0.625,1.625,1.75,1.75,4,0,1.75,2,2,2.375,1.14,0,21,23,1,7,15,32,1,10,1,3,6,14,15,15,33,1,15,17,17,20,90
1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0.625,1.25,2.625,3.25,0,0.125,0.75,1.25,1.25,1.5,2.5,2.5,2.75,0,0.25,0.875,4.125,4.75,0,1.2,0,1,6,11,22,27,1,2,7,11,11,13,21,21,23,1,3,8,34,39,1,96
1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5.25,6.875,0,0.125,2.125,2.75,0,0.125,1,3.125,4,5,5.125,5.5,6.125,0,1.25,1.25,2.5,5.875,0.8,1,43,56,1,2,18,23,1,2,9,26,33,41,42,45,50,1,11,11,21,48,56
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,3.375,5.125,5.75,0,0.5,1,1.25,1.625,2.125,2.25,2.25,2.25,4,5.25,0,0.875,0,0,0.125,1.875,0.98,1,28,42,47,1,5,9,11,14,18,19,19,19,33,43,1,8,1,1,2,16,74
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,4.375,4.625,4.875,6.875,0,0.25,0.25,1.125,0,0.375,1.25,1.25,2.5,2.625,3,3.125,4.5,0,0.625,3.625,0.83,1,36,38,40,56,1,3,3,10,1,4,11,11,21,22,25,26,37,1,6,30,59
1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,9.375,11,12.75,0,8.875,10.625,12.25,0,2,5.125,7.375,12,0,2.5,3.625,6,13.625,14.5,0,0.27,1,1,76,89,103,1,72,86,99,1,17,42,60,97,1,21,30,49,110,117,1,3
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,3.25,3.875,4.5,4.625,7.75,9.5,9.5,11.125,11.25,0,1,1.375,2.75,5.5,7,0,0.375,0.75,2.125,2.625,0.7,1,27,32,37,38,63,77,77,90,91,1,9,12,23,45,57,1,4,7,18,22,46
0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,6.25,0,0.75,0,0,0.125,0.5,3.875,7.25,9,0,2,2.625,3.375,0,0.5,0.75,1.625,1.625,0,0.9,1,51,1,7,1,1,2,5,32,59,73,1,17,22,28,1,5,7,14,14,1,66
1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,2.625,3.875,5.75,5.875,6.375,0,0.875,7.25,10.125,11.25,0,1.375,1.625,2.125,4.25,0,0.75,7.75,0,1.5,0.77,1,22,32,47,48,52,1,8,59,82,91,1,12,14,18,35,1,7,63,1,13,53
1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1.875,4.5,8,10.25,10.5,13.375,0,2.25,2.625,4,4.25,0,0.125,0.5,1.5,0,7.625,8,8.125,10.375,0.62,1,16,37,65,83,85,108,1,19,22,33,35,1,2,5,13,1,62,65,66,84,38
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4.25,4.625,0,1,1.75,1.75,2.125,2.75,2.75,3.5,4,5,5.25,6,7,0,0.5,0.75,0.75,0.75,1.19,1,35,38,1,9,15,15,18,23,23,29,33,41,43,49,57,1,5,7,7,7,95
0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,7,0,0.75,0,2.375,4.375,4.5,4.5,5.5,0,0.375,0.625,0.875,0,0.875,1.625,4,0,2.125,3.5,1.08,0,57,1,7,1,20,36,37,37,45,1,4,6,8,1,8,14,33,1,18,29,84
1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2.25,2.375,2.375,4,4.375,0,0,2.625,3.5,5.75,0,0,0,0,1.625,1.625,2.125,2.125,2.75,3,1.1,0,19,20,20,33,36,1,1,22,29,47,1,1,1,1,14,14,18,18,23,25,86
0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,8,0,0,0.625,6.25,0,3.125,4.875,0,3.625,4,5.25,0,0.125,1.375,1.75,2.375,4.75,6,0,0.62,1,65,1,1,6,51,1,26,40,1,30,33,43,1,2,12,15,20,39,49,1,38
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,2.375,2.875,3,3.625,4.5,0,2.125,2.375,2.5,2.875,3.75,5.5,14.875,14.875,0,2,0,0.75,1.125,0.84,0,1,20,24,25,30,37,1,18,20,21,24,31,45,120,120,1,17,1,7,10,60
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.875,1.625,2.625,3.625,0,1.125,3.875,7,7,7.125,0,1.5,1.875,1.875,3.25,3.25,4,0,1.125,1.25,1.13,1,8,14,22,30,1,10,32,57,57,58,1,13,16,16,27,27,33,1,10,11,89
1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2.5,3.625,4.125,0,0.5,0.625,1,1.125,0,0,0,0,0.125,0.625,0.75,1.625,1.625,2.75,3.25,4,1.19,0,21,30,34,1,5,6,9,10,1,1,1,1,2,6,7,14,14,23,27,33,95
1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0.125,1.625,4.5,0,0,3.375,11.125,0,1,1.375,2.5,8.125,0,0.875,3.875,0,0,1.125,3.125,3.75,0.92,1,2,14,37,1,1,28,90,1,9,12,21,66,1,8,32,1,1,10,26,31,68
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,6.875,8.125,0,0,1.625,5.625,7.5,10.5,11.125,0,3.875,4.125,4.125,5.875,0,3.25,4.25,5.875,0.45,1,1,1,56,66,1,1,14,46,61,85,90,1,32,34,34,48,1,27,35,48,21
1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4.75,5.875,7.625,7.875,0,0,1.75,2,0,0,1,1.875,6.375,6.375,8.75,0,0.25,0.375,0.375,1,0.91,1,39,48,62,64,1,1,15,17,1,1,9,16,52,52,71,1,3,4,4,9,67
1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,3.5,7.125,8.75,0,4.125,6.625,11.375,13.5,0,1.25,4.875,7.375,0,9.25,9.875,13,0,0.875,9.25,0,0.32,1,29,58,71,1,34,54,92,109,1,11,40,60,1,75,80,105,1,8,75,1,8
1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,4.5,4.875,5,0,0,0,0,1.625,2.625,4.875,5.625,6.125,7.25,0,7.75,0,6.25,6.625,7.625,0,0.66,0,37,40,41,1,1,1,1,14,22,40,46,50,59,1,63,1,51,54,62,1,42
1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.25,0.25,1,1.125,2,0,0,0,0.625,0,2.375,2.375,3.5,3.875,4.75,5,5.75,8.625,14.625,0.92,1,1,3,3,9,10,17,1,1,1,6,1,20,20,29,32,39,41,47,70,118,68
1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0.125,0,0,0,1.625,0,1,1.625,1.625,2.125,2.625,2.625,0,7.125,0,0.375,0.75,1,1.375,1.19,0,1,2,1,1,1,14,1,9,14,14,18,22,22,1,58,1,4,7,9,12,95
1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1.625,2.5,4.75,5.75,0,0.5,0.625,0.875,0,0.125,0.5,0,0.375,0.5,0.625,0.75,0.75,1.75,2,1.06,0,1,14,21,39,47,1,5,6,8,1,2,5,1,4,5,6,7,7,15,17,82
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2.625,2.75,5.375,0,0.75,2,4,4,8,9.625,0,0.375,0.375,2.25,0,0.75,2.875,4.5,4.5,4.75,0.73,1,22,23,44,1,7,17,33,33,65,78,1,4,4,19,1,7,24,37,37,39,49
1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,6.125,6.5,7.625,0,2.25,0,0.75,0.75,0.75,1,1.125,1.25,2.25,3.5,0,0.75,1.125,2.125,3.25,1.01,0,49,50,53,62,1,19,1,7,7,7,9,10,11,19,29,1,7,10,18,27,77
1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,8.625,10.75,13.5,0,0.75,0,0.5,2.125,2.375,4,4.375,5.5,7.125,0,1.25,3.25,3.75,5.125,8.625,0,0.67,1,70,87,109,1,7,1,5,18,20,33,36,45,58,1,11,27,31,42,70,1,43
1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0.25,0.375,0.75,1,0,0.875,2.875,0,1.25,1.375,0,3,4.375,4.375,0,1.125,2,2.25,2.375,2.75,1.23,1,3,4,7,9,1,8,24,1,11,12,1,25,36,36,1,10,17,19,20,23,99
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1.125,1.125,1.375,0,0.5,0.5,0.5,1.75,1.75,1.75,0,0.375,0.625,0,0,0.625,1,1.375,1.24,1,1,1,10,10,12,1,5,5,5,15,15,15,1,4,6,1,1,6,9,12,100
1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.75,0.875,2.375,2.375,3,4.375,4.5,0,0.25,0.375,0,1.25,2,4.375,0,0.75,0.875,2.125,0,1.875,1.12,0,7,8,20,20,25,36,37,1,3,4,1,11,17,36,1,7,8,18,1,16,88
1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,4.125,5,6,0,0.375,2.875,6.125,0,1.5,3.125,0,0.5,5.125,9,10.5,12.125,12.375,0,0,0.625,0.64,1,34,41,49,1,4,24,50,1,13,26,1,5,42,73,85,98,100,1,1,6,40
1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3.375,5,6.125,0,7.75,9.25,0,1.25,1.5,2.125,2.5,2.5,4.375,6.25,0,0.125,0.5,0.875,1,1.25,0.7,1,28,41,50,1,63,75,1,11,13,18,21,21,36,51,1,2,5,8,9,11,46
0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,5.875,0,0.5,2.75,2.875,4.5,5.5,0,2.5,3.75,7.75,9,0,0.375,0.375,3.375,7,0,0.625,5.75,0.49,1,48,1,5,23,24,37,45,1,21,31,63,73,1,4,4,28,57,1,6,47,25
1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0.375,2.75,3.125,3.5,4.125,7,0,0.5,1.25,3.375,7.125,0,3.375,0,0,0,0.5,0.625,0.625,1.04,1,1,4,23,26,29,34,57,1,5,11,28,58,1,28,1,1,1,5,6,6,80
0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8.25,0,0.5,4.875,0,0.625,2.875,3,4.375,5.25,5.75,6.5,6.75,0,1,2.375,2.625,3.375,5.375,5.875,1.14,1,67,1,5,40,1,6,24,25,36,43,47,53,55,1,9,20,22,28,44,48,90
0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2.625,0,0.875,0.875,1.25,1.25,3.875,4.125,4.125,4.25,5,6.375,0,0.25,0.5,1.25,2.375,2.875,2.875,4.5,1.17,1,22,1,8,8,11,11,32,34,34,35,41,52,1,3,5,11,20,24,24,37,93
1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,3.25,0,0.5,0.875,1.25,0,1.25,1.625,2.875,3.5,0,1.875,2,7,14.375,0,1.625,2,0.81,1,1,1,27,1,5,8,11,1,11,14,24,29,1,16,17,57,116,1,14,17,57
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.5,1,2.875,4.875,5.375,6.125,9.625,0,0.25,0.5,2.625,4.25,0,0.75,1,1.125,1.625,1.625,2.375,0.85,1,1,5,9,24,40,44,50,78,1,3,5,22,35,1,7,9,10,14,14,20,61
1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0.875,4.5,0,3.25,0,0,0.125,1.75,0,0,1.625,0,0.125,4,4.5,5.875,8.5,0,0.125,2,0.4,0,8,37,1,27,1,1,2,15,1,1,14,1,2,33,37,48,69,1,2,17,16
1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0.5,1.25,0,0.75,1,3.875,0,0,0.25,1.625,2.5,0,0.5,2.375,3.375,3.875,0,2.625,2.875,2.875,1.15,0,5,11,1,7,9,32,1,1,3,14,21,1,5,20,28,32,1,22,24,24,91
1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2.125,3.375,0,0.125,3.25,3.625,4,0,1.75,4.125,4.125,8.75,0,0,4.375,5,5.375,5.5,5.75,0,0.7,0,18,28,1,2,27,30,33,1,15,34,34,71,1,1,36,41,44,45,47,1,46
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,2.625,0,1.75,3.5,4.875,10.125,10.875,13.125,0,3,4.625,0,5.375,5.625,9.75,0,6.125,7.375,0,0.875,0.45,0,22,1,15,29,40,82,88,106,1,25,38,1,44,46,79,1,50,60,1,8,21
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2.625,3.125,3.5,0,3,3.375,3.375,0,2.125,2.625,4,4.25,5.875,6,0,0.25,0.375,2.5,3.125,3.875,1.15,1,22,26,29,1,25,28,28,1,18,22,33,35,48,49,1,3,4,21,26,32,91
0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,4.25,0,0.5,0.75,1.875,2.375,2.5,4.375,4.75,5.5,0,0.375,0.5,0.875,0,0.5,0.5,2.375,3,4.625,1.02,1,35,1,5,7,16,20,21,36,39,45,1,4,5,8,1,5,5,20,25,38,78
1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1.625,4.5,0,0.375,2.125,4.125,0,0,2,2.375,0,0.5,1.625,0,0.25,0.625,0.625,1.875,2.125,2.5,1.14,0,14,37,1,4,18,34,1,1,17,20,1,5,14,1,3,6,6,16,18,21,90
1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,3.125,3.375,0,0.5,2.125,7.25,0,2.125,0,3.375,0,0.75,1.125,4,0,1.625,4.625,0,5.25,5.25,0.53,0,26,28,1,5,18,59,1,18,1,28,1,7,10,33,1,14,38,1,43,43,29
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,2.75,4.25,4.625,5.125,0,2.625,4.75,5.25,5.5,7.875,9.375,0,4,4,4.5,5.125,0,2.625,3.125,3.25,0.92,1,23,35,38,42,1,22,39,43,45,64,76,1,33,33,37,42,1,22,26,27,68
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1.25,3.125,4.25,5.25,5.375,6.5,0,0.5,1.625,1.625,2,4.375,4.5,7.125,7.125,7.125,0,0.5,1.625,0.92,1,1,11,26,35,43,44,53,1,5,14,14,17,36,37,58,58,58,1,5,14,68
1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,5.75,6,6,0,1.375,1.75,5.5,0,2.375,6.375,14.75,0,0,3.75,0,0.375,2.125,2.625,6.125,9.25,0.37,1,47,49,49,1,12,15,45,1,20,52,119,1,1,31,1,4,18,22,50,75,13
0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,4.5,0,1.5,0,0.5,3.375,3.5,5.625,5.875,5.875,7.25,0,2.25,0,0.75,1.625,1.75,3.25,3.875,4,0.66,1,37,1,13,1,5,28,29,46,48,48,59,1,19,1,7,14,15,27,32,33,42
1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0.75,8.5,12.875,0,1,3.75,0,0,3.875,0,1.5,3.375,0,5.5,0,0,3.125,4,5.5,0.52,0,1,7,69,104,1,9,31,1,1,32,1,13,28,1,45,1,1,26,33,45,28
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1.125,1.375,2.5,4.25,8,0,1.375,2.375,2.375,2.375,4,4.75,6.125,7.75,0,0.125,1.375,2.125,2.125,0.97,1,1,10,12,21,35,65,1,12,20,20,20,33,39,50,63,1,2,12,18,18,73
1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,4.75,5.625,0,2.375,0,3.375,6.875,0,2.75,4.25,6.875,8.125,12.25,0,3.25,0,4.375,0,5.5,0,0.53,0,39,46,1,20,1,28,56,1,23,35,56,66,99,1,27,1,36,1,45,1,29
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.875,2.125,2.5,3.375,4.125,5,5.75,0,0.125,0.75,3.125,3.125,3.375,3.625,3.75,4.625,5,1.15,1,13,13,13,16,18,21,28,34,41,47,1,2,7,26,26,28,30,31,38,41,91
