idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
825,43,1,1,0,18,1,0,1,0,11,13,1,13.76006,45,18.75,18.75
826,40,1,1,0,12,0,0,1,0,8,1,0,10.45088,40,14.48077,11.41667
827,39,1,0,0,14,0,0,1,0,6,2,0,15.48309,45,18.01923,1.333333
830,40,1,1,0,11,0,0,1,1,7,3,,6.563544,37,14.21795,2.166667
831,43,1,0,0,12,0,0,1,1,5,6,,5.016723,75,14.55769,.5
834,43,1,1,0,12,0,1,1,0,,2,0,6.191625,50,19.60256,3.75
836,39,1,1,0,12,0,1,0,0,12,3,0,6.207728,40,13.62179,11.75
837,35,1,1,0,12,0,1,0,0,11,3,0,3.4219,40,8.326922,.4166667
839,39,1,1,0,12,0,0,1,0,12,3,1,10.06441,40,19.75,19.75
842,40,1,0,0,12,0,0,1,0,12,3,0,12.77777,40,19.28205,6.083333
843,41,1,0,0,12,0,1,1,1,3,3,,6.688963,40,11.63461,1.833333
845,44,1,0,0,12,0,0,1,0,6,8,0,5.233495,20,12.44231,1.416667
846,39,1,1,0,7,0,0,1,0,6,3,0,3.260869,40,5.826923,2.083333
851,40,1,0,1,12,0,0,1,0,9,8,0,2.769725,32,17.22436,11.41667
855,35,1,1,0,12,0,0,1,1,6,5,0,7.624793,40,16.34615,9.25
856,38,2,0,1,12,0,1,1,1,5,3,1,39.23074,40,15.67308,.0833333
857,36,2,0,1,12,0,0,1,1,9,8,0,5.636071,50,18.14744,18.08333
859,36,1,1,0,12,0,0,1,0,8,3,0,5.233495,15,8.801282,.1666667
860,39,1,1,0,14,0,0,1,0,11,1,0,10.86151,40,18.33974,13.41667
867,44,1,0,0,16,1,0,1,1,11,13,1,13.85668,38,21.83333,21.83333
868,40,1,1,0,8,0,0,0,0,9,7,0,4.830918,15,8.942307,1.333333
870,45,1,1,0,10,0,0,0,0,11,6,1,4.64573,15,6.358974,2.75
872,39,1,0,0,16,1,0,1,0,11,8,,7.60109,55,15.94231,2.583333
874,41,1,1,0,12,0,1,1,1,5,3,1,4.68599,40,6.49359,2.916667
877,37,1,1,0,12,0,0,0,0,4,6,0,5.515297,44,9.269231,1.166667
878,39,1,1,0,14,0,0,0,0,11,3,0,6.602252,20,15.84615,4
880,36,1,1,0,12,0,0,0,0,11,1,0,9.967792,24,13.58974,9.666667
881,41,1,1,0,17,1,0,1,0,12,1,1,10.61996,35,7.948718,7.916667
882,36,1,0,0,12,0,1,1,0,4,3,0,7.045088,40,14.25641,4.333333
884,41,1,1,0,12,0,0,1,0,12,3,0,6.964568,40,11.28846,3.166667
888,37,1,1,0,13,0,0,0,0,4,6,0,3.220612,40,5.153846,.5
889,43,1,0,0,12,0,0,0,0,6,8,0,3.218058,25,7.019231,.0833333
891,38,1,1,0,12,0,0,1,0,11,3,0,5.466986,40,13.87821,3
895,38,1,1,0,10,0,1,0,0,6,8,0,2.938808,30,10.28846,1.833333
898,39,1,1,0,16,1,0,1,0,11,13,0,8.260865,48,16.33333,16.33333
899,40,1,1,0,12,0,1,0,0,11,8,0,3.357486,24,10.73077,1.583333
900,37,1,1,0,12,0,1,0,0,6,4,,5.225752,40,9.660256,.25
901,35,1,1,0,12,0,0,0,0,4,6,1,2.697261,48,7.282052,2.166667
902,38,1,1,0,13,0,0,0,0,7,3,0,2.987117,24,4.846154,.3333333
904,37,1,0,0,12,0,0,0,0,7,3,0,3.574878,45,6.307693,4.333333
907,40,1,0,1,18,1,0,1,0,11,13,1,16.36875,35,17.83333,17.83333
908,36,1,1,0,16,1,0,1,0,7,3,0,13.26892,35,14.16667,7.75
909,35,1,1,0,16,1,0,0,0,11,1,,5.763689,16,3.826923,.25
910,35,1,0,1,18,1,0,1,1,7,2,0,30.96618,50,9.826923,1.75
911,42,1,0,0,12,0,0,0,0,11,8,0,5.096617,35,10.55128,3.916667
916,41,1,1,0,18,1,0,1,0,11,1,0,16.17552,45,15.12821,4.666667
920,35,1,0,0,16,1,0,1,1,7,2,0,9.621575,40,10.52564,3
925,39,1,1,0,12,0,0,0,0,4,6,1,3.301126,35,11.19231,1.333333
929,44,1,1,0,18,1,0,1,1,11,13,1,11.6103,40,17.45513,15.83333
932,42,1,1,0,12,0,0,1,1,11,3,1,6.36876,35,18.07051,11.91667
933,40,1,1,0,13,0,0,0,0,11,3,0,7.761675,20,20.08333,8.75
934,41,1,0,0,18,1,0,1,1,4,3,0,11.27214,35,15.08974,11.91667
935,37,1,0,1,13,0,1,1,1,6,4,0,5.805152,40,15.85897,10.58333
938,43,1,0,0,16,1,1,1,1,11,2,0,13.00322,50,14.46795,3.25
940,44,1,1,0,11,0,0,0,0,4,6,1,6.634459,35,20.34615,20.33333
942,45,1,1,0,12,0,0,1,0,6,8,0,4.025765,20,15.92308,14.91667
943,45,1,1,0,12,0,1,0,0,12,12,,6.167471,32,9.615385,2.583333
947,41,1,1,0,17,1,1,1,0,11,13,,9.111565,60,16.96795,15.75
948,40,1,1,0,14,0,1,1,0,9,1,,7.878824,40,13.28846,3.583333
949,41,1,1,0,13,0,0,0,0,11,8,0,4.146536,40,5.442307,3.833333
950,39,1,1,0,9,0,0,0,0,4,6,1,6.441224,40,15.28205,10.66667
951,40,1,1,0,11,0,1,0,0,11,3,1,5.032206,40,8.75,2.833333
953,40,1,0,0,12,0,0,1,0,4,3,0,6.191625,50,12.92308,1.5
955,37,1,1,0,12,0,0,1,0,11,3,1,5.265698,40,4.403846,2.666667
956,41,1,1,0,10,0,0,0,0,12,5,1,7.004828,20,5.596154,.75
957,39,1,1,0,12,0,0,0,0,11,3,0,3.357486,12,12.32692,1.75
958,36,1,1,0,12,0,0,0,0,12,3,0,3.623188,15,14.84615,.75
960,40,1,1,0,14,0,0,0,0,5,3,1,10.01791,38,15.03846,.4166667
961,40,1,1,0,13,0,0,0,0,12,1,,7.045088,40,15.76923,
964,37,1,1,0,13,0,0,0,0,11,1,0,9.138485,40,15.03846,10
965,44,1,1,0,13,0,0,0,0,4,3,0,6.884055,45,15.42949,13.5
966,39,1,1,0,7,0,0,0,0,4,6,,3.046594,40,5.980769,.1666667
968,39,1,0,0,12,0,0,0,0,4,4,0,7.246377,50,18.13461,11.91667
969,42,1,1,0,12,0,1,1,0,11,1,0,10.45088,40,13.84615,1.916667
972,35,1,0,1,13,1,0,1,0,6,2,,30.96741,50,12.51923,6.083333
975,39,1,1,0,17,1,0,0,0,11,13,1,11.6103,40,15.83333,15.83333
977,44,1,1,0,18,1,0,0,0,6,8,0,11.50563,35,10.35897,0
978,44,1,1,0,10,0,0,0,0,11,8,1,5.032206,40,9.153846,7.583333
979,37,1,1,0,16,1,0,1,0,6,4,0,3.099838,20,11.69872,1.75
980,36,1,1,0,14,0,0,1,0,11,1,0,9.661837,30,12.55769,6.5
981,44,1,0,0,12,0,0,0,0,11,8,,4.765884,23,12.39103,2.666667
983,42,1,0,1,18,1,0,0,0,11,13,0,1.859903,50,17.63461,3.75
984,39,1,0,0,13,0,0,0,0,11,3,0,5.233495,37,15.07692,3.916667
987,37,1,1,0,12,0,1,0,0,6,11,0,8.655396,40,10.79487,9.083333
988,35,1,0,0,12,0,0,0,0,6,8,,2.801002,23,5.48718,2.416667
989,39,1,1,0,16,1,0,0,0,11,1,0,9.339773,38,18.15385,17.41667
990,40,1,1,0,14,0,0,0,0,11,1,,7.045088,40,17.26923,
991,41,1,1,0,15,0,0,0,0,11,1,1,11.51368,40,20.20513,20.16667
993,41,1,1,0,15,1,0,0,0,11,1,1,14.03381,40,20.80128,20.75
994,41,1,0,0,12,0,0,0,0,11,8,0,12.19512,60,4.134615,.6666667
996,38,1,1,0,18,1,0,1,0,11,13,1,6.932361,67,9.923077,.8333333
998,41,1,1,0,12,0,0,1,0,12,3,,5.936454,40,4.769231,.25
999,40,1,0,0,10,0,0,0,0,9,7,0,6.038648,35,6.839744,2.666667
1001,45,1,1,0,12,0,0,0,0,11,8,,4.389632,40,11.19231,4.083333
1006,38,1,0,0,14,0,0,0,0,4,6,0,7.045088,40,19.91667,19.91667
1007,40,1,0,0,12,0,0,1,0,11,1,0,5.072463,40,11.78205,1.083333
1009,37,1,1,0,18,1,0,1,0,11,13,1,11.99677,40,10.04487,3.416667
1011,37,1,1,0,14,0,0,1,0,11,1,0,14.29146,44,18.60897,8.25
1013,40,1,1,0,13,0,0,1,0,9,2,0,4.025765,45,12.61539,5
1014,45,1,1,0,13,0,0,1,0,7,2,0,8.558774,40,13.84615,1
1015,43,1,0,0,12,0,0,1,0,6,4,1,5.032206,20,8.301282,7.583333
1016,41,1,1,0,16,1,0,1,0,11,13,0,5.032206,25,11.61539,1.75
1017,44,1,1,0,13,0,0,1,1,6,3,0,7.045088,28,17.1859,3.416667
1018,43,1,1,0,12,0,0,1,1,8,3,,4.431437,40,1.916667,0
1021,34,2,0,0,12,0,0,1,0,4,3,,3.344482,40,7.326923,.4166667
1023,43,2,1,0,14,0,0,1,0,7,2,0,10.96618,45,16.76923,3.916667
1025,37,2,0,1,12,0,0,1,1,4,2,0,10.48309,50,15.66667,15.66667
1026,38,2,0,1,14,0,0,1,1,5,8,1,27.89049,20,15.35256,15.16667
1028,39,1,1,0,12,0,0,1,0,8,3,0,5.636071,20,16.69231,1.666667
1029,38,1,0,0,16,1,1,1,1,11,2,0,11.69887,45,14.19231,2.083333
1030,36,1,0,0,16,1,1,1,1,6,2,0,6.170566,55,16.49359,1.333333
1033,37,2,1,0,18,1,0,1,1,11,13,1,11.22383,40,16.17949,16.16667
1034,45,2,1,0,12,0,0,1,1,12,3,0,5.636071,40,12.88461,9.166667
1037,36,1,1,0,12,0,0,0,0,12,3,0,6.843801,40,17.16667,8.916667
1038,40,1,1,0,16,1,1,0,0,11,1,0,9.782605,38,13,1.916667
1040,36,1,0,0,8,0,0,1,0,4,2,,26.79872,60,3.621795,1.416667
1041,41,2,1,0,12,0,1,1,1,11,8,0,5.032206,40,14.66667,14.66667
1044,42,1,0,1,15,0,0,1,0,4,1,0,18.58292,40,20.00641,20
1045,44,1,1,0,16,1,0,1,0,5,2,0,15.8132,47,12.71154,9
1048,40,1,1,0,11,0,0,1,0,12,3,1,9.677936,40,10.75641,6.666667
1051,40,1,1,0,14,0,0,1,0,11,1,0,11.03059,24,13.82692,12.25
1055,44,1,1,0,17,1,0,1,1,11,13,0,3.099838,15,11.57692,7.333333
1056,36,1,1,0,12,0,0,1,0,11,3,0,6.843801,40,15.07692,7.5
1058,43,1,0,0,17,1,0,1,0,11,2,0,12.38325,50,16.17308,1.916667
1060,40,1,1,0,12,0,0,1,1,4,3,0,8.977451,40,13.38461,1.333333
1062,43,1,0,0,12,0,0,1,1,7,3,0,6.135265,50,20.33333,20.33333
1065,39,1,0,1,16,1,0,1,1,11,2,0,18.58292,40,14.34615,1.5
1066,43,1,1,0,16,1,0,1,1,11,13,0,5.837359,26,3.416667,3.416667
1067,39,1,1,0,17,1,0,1,1,11,2,0,7.254424,32,13.28846,1
1071,42,1,0,0,12,0,0,1,0,4,6,,3.220612,20,18.21154,.1666667
1072,37,1,1,0,14,0,0,1,0,11,1,0,8.373587,40,10.16026,2.916667
1075,39,1,1,0,12,0,0,1,0,6,8,,7.337156,25,11.36539,1.583333
1076,41,1,1,0,16,1,0,0,0,11,13,0,6.964568,40,11.80769,
1077,36,1,1,0,13,0,0,1,0,11,3,0,5.032206,16,14.27564,1.083333
1078,43,1,1,0,12,0,0,1,0,12,3,1,6.038648,40,14.13462,9.416667
1084,41,1,1,0,14,0,0,1,1,8,8,0,2.681159,30,6.634615,2.083333
1085,40,1,1,0,14,0,0,1,0,11,1,0,11.67472,24,19.41667,19.41667
1086,35,1,1,0,12,0,0,0,0,9,8,,4.827484,40,16.8782,4.083333
1087,44,1,1,0,12,0,0,1,0,5,6,1,11.11916,20,14.77564,10.41667
1091,41,2,1,0,15,0,1,1,0,12,3,0,9.677936,40,19.5,9.083333
1092,38,2,0,1,12,0,0,1,1,11,8,0,4.597423,35,9.666667,9.666667
1095,37,1,0,1,14,0,0,1,0,8,1,0,18.06763,42,16.66026,6.583333
1099,37,1,1,0,12,0,0,1,1,11,3,0,5.636071,20,12.55769,8.083333
1101,39,1,1,0,16,1,0,1,0,11,13,1,6.70692,60,16.75,16.75
1105,37,1,1,0,16,1,0,1,0,11,13,1,8.357487,50,14.69231,13.75
1106,44,2,0,1,12,0,0,1,1,11,8,0,3.357486,42,12.89102,2.916667
1113,40,1,0,0,13,0,0,1,0,8,2,0,10.45088,40,14.10897,3.083333
1115,41,1,0,0,12,0,0,1,0,4,3,0,5.032206,40,10.78846,3.666667
1116,39,1,1,0,12,0,0,0,0,11,3,,5.016723,36,16.91667,1.583333
1118,36,1,1,0,12,0,0,1,0,7,8,0,4.428341,5,5.865385,4.166667
1119,44,1,1,0,12,0,0,1,0,11,8,0,2.326892,40,11.37821,5
1120,36,1,1,0,16,1,1,1,1,11,1,0,4.267311,41,13.86539,1.666667
1122,38,2,0,0,16,1,0,1,1,11,1,0,6.755233,40,18.37821,14.75
1123,39,2,1,0,12,0,0,1,0,4,3,1,8.47826,38,19.11538,3.333333
1125,46,1,0,0,12,0,0,1,0,5,2,0,19.35587,40,20.38461,20.33333
1131,41,1,1,0,12,0,0,1,0,9,8,,4.180602,10,4.653846,.5
1132,35,1,0,1,12,0,0,1,0,5,3,1,8.22866,40,16.27564,15.75
1133,39,1,1,0,12,0,0,1,0,1,4,,4.598662,25,8.141026,3.416667
1134,38,1,1,0,14,0,0,1,0,11,3,0,4.428341,8,4.788462,1.75
1140,40,1,0,1,18,1,0,1,0,11,1,0,7.745568,50,19.39743,3.416667
1141,37,1,1,0,12,0,0,1,0,11,1,1,6.964568,20,16.71154,10.25
1143,38,2,0,0,12,0,0,1,0,5,3,0,15.09662,40,20.11539,20.08333
1147,42,1,1,0,10,0,0,0,0,6,2,,5.016723,40,9.435898,.8333333
1148,40,1,0,0,12,0,0,1,0,5,2,0,13.32527,40,17.26282,17.16667
1150,43,1,1,0,12,0,0,1,1,5,6,1,7.930756,40,12.13461,3.166667
1154,38,2,0,0,13,0,0,1,1,11,1,0,6.972622,40,15.33974,10.08333
1155,37,2,1,0,,0,0,1,1,4,6,1,7.045088,40,15.91667,15.91667
1157,38,2,1,0,10,0,0,1,1,8,3,0,3.220612,40,2.416667,2.416667
1159,41,1,0,1,11,0,1,0,0,4,6,1,5.877616,40,12.03205,3.583333
1162,40,1,1,0,12,0,0,1,0,7,2,0,4.758454,35,16.41667,16.41667
1164,36,2,0,1,10,0,0,1,1,8,8,1,5.684378,53,5.211538,1.416667
1169,38,1,1,0,12,0,0,1,0,4,1,0,11.83575,24,15.42308,2.333333
1171,44,2,0,0,13,0,0,1,1,11,3,0,8.132044,40,26.53846,14.41667
1174,37,2,0,1,14,0,0,1,1,4,6,1,12.0773,40,9.333333,9.333333
1177,39,2,1,0,12,0,0,1,1,11,3,0,6.239936,40,9.826922,5.416667
1181,39,2,0,0,13,0,0,1,1,11,1,1,7.930756,40,13.53846,3.75
1186,37,2,1,0,11,0,0,1,1,4,5,0,3.526568,40,7.865385,
1188,35,1,0,0,12,0,0,1,0,8,3,0,4.025765,32,7.307692,3.083333
1196,36,2,1,0,18,1,0,1,0,11,2,,32.15846,50,13.35897,3
1198,37,1,1,0,12,0,0,1,0,7,2,0,7.431559,40,14.80769,5.916667
1201,37,1,1,0,14,0,0,1,0,1,3,0,6.191625,50,8.147436,2.5
1203,36,2,1,0,12,0,0,1,0,7,3,,6.793478,40,14,.3333333
1204,36,2,1,0,13,0,0,1,1,5,6,1,10.46699,42,12.60256,12.33333
1209,40,1,1,0,12,0,0,1,0,7,2,0,25.80515,36,19.15385,4.916667
1213,40,1,0,0,16,1,1,1,0,6,8,0,4.025765,40,7.307693,1.083333
1217,37,2,0,0,12,0,1,1,0,6,3,0,2.874396,35,5.615385,4.333333
1218,41,1,1,0,12,0,0,1,0,9,3,0,4.428341,26,6.730769,1.583333
1219,39,1,0,1,12,0,0,1,0,6,3,0,15.09662,40,20.30769,20.25
1222,41,2,0,1,13,0,0,1,1,,3,0,6.843801,40,12.98077,0
1224,41,3,1,0,15,0,0,1,1,11,3,0,6.513685,38,2.570513,.75
1227,36,1,1,0,12,0,0,1,1,7,3,0,5.072463,40,9.576923,1.083333
1228,39,1,0,0,11,0,0,1,1,11,8,0,4.830918,40,3.282051,2.333333
1233,34,2,0,0,15,0,0,1,0,6,2,0,4.355878,37,9.557693,2.75
1238,43,2,1,0,16,1,0,1,1,7,8,,13.01632,10,5.942307,1.5
1241,45,1,0,0,14,0,0,1,1,5,3,0,9.677936,40,9.692307,2.75
1242,37,1,1,0,13,0,1,1,0,4,3,0,6.843801,40,7.038462,4.166667
1243,44,1,0,0,16,1,0,1,1,7,4,,5.627731,2,14.28846,2.5
1247,35,1,1,0,18,1,1,1,1,11,1,0,17.54428,30,14.36539,2.5
1248,41,1,1,0,18,1,0,1,1,11,13,1,10.84541,36,10.69231,5.75
1250,35,2,0,1,17,1,0,1,1,12,3,0,6.964568,40,11.34615,3.666667
1257,41,2,0,1,12,0,0,1,1,4,2,0,9.533008,38,20.83333,20.83333
1259,42,1,1,0,12,0,0,1,0,8,3,,8.528425,40,6.25,1.916667
1263,42,1,1,0,12,0,0,0,0,6,4,0,3.502414,40,8.692307,1.583333
1264,44,2,0,1,14,0,0,1,1,11,3,0,5.418679,60,19.21154,0
1266,38,2,1,0,12,0,0,1,1,6,3,0,7.608693,40,16.78846,13.33333
1269,36,1,1,0,12,0,0,1,0,6,3,0,7.399352,40,16.98077,13.75
1271,42,1,1,0,12,0,0,1,0,11,8,0,3.762542,5,6.788462,.75
1273,39,1,0,1,12,0,0,0,0,9,6,0,3.220612,40,1.314103,.25
1275,42,2,1,0,12,0,0,1,1,11,1,1,8.558774,40,16.48077,11.5
1276,38,2,0,0,13,0,0,1,1,4,6,1,7.351045,40,16.51923,15
1280,35,2,0,1,12,0,0,1,1,6,4,0,3.4219,40,8.378205,1.416667
1283,42,2,0,1,17,1,0,1,1,11,13,1,11.07085,40,17.41667,17.41667
1284,34,2,1,0,11,0,0,1,0,4,5,1,5.716585,40,12.26923,9.416667
1288,39,1,1,0,18,1,0,1,0,11,13,1,8.671494,50,16.91667,16.91667
1289,38,1,0,0,16,1,0,1,0,4,5,0,10.71906,48,12.41026,9.416667
1292,43,2,0,0,12,0,0,1,1,4,6,0,4.025765,40,8.955129,.1666667
1304,43,1,1,0,15,0,0,1,0,9,2,0,5.507244,45,9.615385,6.25
1309,42,1,1,0,16,1,0,0,0,11,3,0,3.904991,20,12.90385,3.25
1313,41,1,0,0,18,1,0,1,0,7,2,0,12.77777,40,10.07692,1.666667
1320,43,1,1,0,12,0,0,1,0,11,8,,4.025765,3,2.519231,0
1322,35,1,1,0,14,0,1,0,0,11,2,0,7.447664,40,11,.3333333
1325,35,1,0,0,12,0,0,1,0,6,3,0,4.186793,40,8.326923,.1666667
1330,41,1,0,0,12,0,0,1,0,8,3,0,6.964568,40,10.98077,9.416667
1339,41,1,1,0,12,0,0,1,0,5,3,0,8.05153,30,13.88461,10.66667
1340,43,1,1,0,12,0,0,1,0,11,3,,5.852843,28,4.576923,1
1345,36,1,0,0,12,0,0,1,0,9,2,,22.97034,70,11.17949,4.5
1349,37,2,0,0,14,0,0,1,1,5,6,1,9.017712,44,7.596154,5.75
1355,35,2,1,0,15,0,0,1,0,4,2,0,9.29146,40,15.83333,15.83333
1358,42,1,1,0,12,0,0,0,0,7,4,0,10.32206,60,12.14103,2.083333
1361,41,1,1,0,17,1,0,1,0,4,2,0,17.02898,40,17.88461,2.166667
1362,38,1,1,0,14,0,0,1,0,6,6,0,3.220612,16,5.26282,1
1364,39,1,1,0,16,1,0,1,1,11,2,0,13.9372,50,17.15385,3
1366,42,1,1,0,12,0,0,1,0,6,8,,3.344482,33,14.33974,1.333333
1367,43,1,1,0,15,0,0,0,0,6,3,0,4.025765,40,13.66667,13.66667
1370,34,1,0,0,15,0,0,1,0,7,1,0,8.904991,40,11.28846,11.25
1371,36,1,1,0,14,0,0,1,0,6,8,0,8.856684,35,10.5,10.5
1373,43,2,1,0,11,0,0,1,1,11,3,1,12.75338,40,14.14103,6.833333
1376,39,2,0,0,12,0,0,1,0,7,3,,5.434783,40,13.21795,.3333333
1379,43,2,0,1,12,0,0,1,1,12,3,0,10.12882,40,16.44231,10.91667
1380,37,2,0,0,11,0,0,1,1,4,6,1,8.011269,40,15.34615,9.75
1381,44,2,1,0,12,0,0,1,0,4,6,1,11.27214,40,21,20.91667
1384,43,1,1,0,12,0,0,1,0,6,3,0,3.220612,20,5.173077,2.333333
1385,38,1,0,0,15,0,0,1,0,4,2,0,6.199676,60,12.95513,.6666667
1386,35,1,1,0,11,0,0,1,0,9,8,,3.762542,32,4.442307,.1666667
1389,37,1,1,0,11,0,1,0,0,4,6,,3.051839,40,5.807693,.5833333
1394,42,1,0,0,18,1,0,1,0,4,5,1,9.500801,44,15.90385,15.08333
1396,41,1,1,0,18,1,0,1,0,11,13,1,16.25603,40,18.83333,18.83333
1398,36,2,0,0,17,1,0,1,1,5,3,0,11.45732,50,15.61539,12.83333
1408,37,2,1,0,16,1,0,1,1,11,13,1,14.57326,34,12.9359,5.833333
1411,40,1,1,0,12,0,1,1,0,11,2,0,3.220612,30,16.08974,1.833333
1415,38,1,1,0,16,1,0,1,1,9,8,,9.677936,8,11.69231,3.916667
1418,40,1,1,0,12,0,0,1,0,4,3,0,5.925924,40,8.814103,3.75
1420,40,2,0,1,12,0,0,1,1,5,3,1,8.816422,40,17.40385,15.08333
1426,37,1,0,1,12,0,1,1,1,11,1,0,4.830918,40,5.185898,3
1427,36,1,1,0,12,0,0,1,1,7,3,0,4.58132,40,10.6218,3
1428,42,1,0,0,18,1,0,1,1,11,13,1,19.43417,40,15.63462,7.25
1434,42,1,0,0,11,0,1,0,0,6,8,,3.001791,24,2.429487,.25
1435,44,1,1,0,15,0,1,1,0,11,2,0,8.904991,40,13.69872,2.25
1436,43,1,0,0,16,1,1,1,0,11,13,0,4.259257,40,7.705128,.9166667
1437,44,1,0,0,18,1,0,1,0,11,13,1,13.00322,50,8.711538,4.833333
1441,39,1,0,0,13,0,1,1,1,11,3,0,5.636071,42,15.92308,2.5
1448,37,1,1,0,12,0,0,1,0,6,2,1,3.663445,40,7.538462,2.833333
1453,39,1,0,0,12,0,0,1,0,6,2,,38.70926,40,10.08974,2.75
1462,42,2,0,0,16,1,0,1,0,11,1,0,8.671494,50,15.55769,4.333333
1465,35,1,0,0,12,0,0,1,0,12,3,,6.336553,40,15.01282,1.25
1469,39,1,1,0,12,0,0,1,1,8,3,,4.180602,15,16.84615,.6666667
1470,36,1,0,1,18,1,0,1,1,7,2,0,8.05153,50,11.44231,1.5
1471,35,1,1,0,17,1,0,1,0,11,1,0,11.72303,25,15.0641,12.75
1475,36,2,1,0,18,1,1,1,0,11,13,0,7.745568,40,13.82051,0
1478,38,1,1,0,8,0,0,1,1,4,6,,3.344482,40,5.653846,1.166667
1479,43,1,1,0,16,1,0,1,1,11,13,0,6.634459,35,14.85256,13.66667
1480,41,1,0,1,16,1,0,1,1,5,2,0,20.64412,45,19.05128,9
1482,38,1,1,0,12,0,0,1,1,7,3,0,5.104667,23,9.942307,4
1484,36,1,1,0,17,1,0,1,0,4,2,0,16.25603,40,13.90385,7.083333
1486,40,1,0,1,12,0,0,1,0,6,3,0,4.782608,32,13.53846,6.416667
1490,39,1,0,0,18,1,0,0,0,12,2,1,13.16424,40,16.01923,1.916667
1492,39,1,0,0,12,0,0,0,0,4,6,1,12.00768,40,14.40385,.3333333
1494,38,1,1,0,12,0,0,1,0,4,6,1,8.05153,40,16.13461,16
1499,35,1,1,0,12,0,0,1,0,7,3,,4.911432,40,13.51923,3.833333
1500,35,1,1,0,12,0,1,1,1,6,11,,2.801002,40,11.92949,1.916667
1505,43,1,0,0,16,1,0,1,1,6,2,0,8.518515,40,18.03846,9.5
1506,38,1,1,0,13,0,1,1,1,7,3,0,5.281802,40,6.628205,1.25
1507,40,1,0,1,18,1,1,0,0,4,1,0,10.21739,40,14.28846,11.08333
1508,35,1,1,0,17,1,0,1,1,11,1,0,10.94203,40,14.5641,13
1515,44,1,1,0,16,1,0,1,0,11,3,1,6.231882,25,4.403846,2.166667
1519,44,1,1,0,16,1,0,0,0,12,3,,4.598662,40,8.576923,.9166667
1520,41,1,1,0,12,0,1,1,1,4,2,0,11.88405,43,18.42308,7.166667
1522,36,1,1,0,12,0,0,1,1,8,3,,5.434783,15,5.230769,.25
1523,36,1,1,0,12,0,0,1,1,7,2,0,6.441224,40,15.87821,12.83333
1525,43,1,1,0,12,0,0,1,0,11,8,,4.413701,35,7.769231,.75
1526,42,1,1,0,11,0,0,1,0,9,7,0,3.301126,30,2.121795,.75
1529,38,1,1,0,13,0,0,1,1,11,1,0,5.998387,40,17.13461,5
1530,38,1,0,0,10,0,0,1,1,6,4,0,11.19565,28,6.634615,4
1531,36,1,1,0,10,0,0,1,1,4,4,0,2.302737,35,4.076923,1.416667
1540,39,1,1,0,12,0,1,1,1,11,1,,9.197324,16,14.05769,5.583333
1542,43,1,1,0,12,0,0,1,1,7,3,0,4.388082,40,14.91667,4.416667
1543,43,1,1,0,18,1,0,0,0,11,1,1,10.45088,40,7.064102,3.833333
1545,38,1,1,0,16,1,0,1,1,11,3,0,4.420288,7,11.03846,1.333333
1557,39,1,1,0,12,0,0,0,0,7,3,0,5.611914,40,13.86539,.75
1558,36,1,1,0,12,0,1,1,1,11,3,0,4.887279,40,13,5.833333
1559,35,1,1,0,12,0,0,1,0,4,3,1,6.714973,40,17.48718,9.583333
1561,35,1,1,0,14,0,0,1,0,8,2,0,7.801928,40,11.07692,10.58333
1562,42,1,1,0,14,0,1,1,1,11,3,0,6.223832,55,16.44231,4.25
1563,39,1,1,0,18,1,0,1,1,11,13,1,6.70692,60,13.4359,2.75
1564,41,1,0,0,16,1,1,1,1,6,3,0,6.159419,40,12.57692,6.916667
1565,39,1,0,0,13,0,0,1,0,6,2,0,12.38325,45,15.19231,1.416667
1566,39,2,0,0,14,0,0,0,0,11,3,0,4.025765,40,11.1282,3.75
1572,40,1,0,0,12,0,0,0,0,4,3,,4.827484,40,16.48077,9.166667
1577,41,2,1,0,15,0,0,1,1,9,3,0,3.285022,24,6.23077,
1578,37,2,0,0,14,0,1,1,1,6,4,,38.70926,40,12.53846,1.583333
1580,38,1,1,0,12,0,0,0,0,7,4,,5.852843,50,4.461538,1.25
1582,40,2,1,0,18,1,0,1,1,11,13,1,15.09662,40,14.16667,8.75
1583,39,2,1,0,17,1,0,1,1,11,13,0,6.634459,35,16.17308,9.75
1585,36,2,1,0,12,0,0,1,0,7,3,,4.703177,40,7.583333,.6666667
1588,43,1,1,0,13,0,0,0,0,1,3,0,4.025765,24,10.08333,.1666667
1591,36,1,0,0,14,0,0,1,0,4,3,0,6.26409,42,8.942307,1.583333
1595,41,1,1,0,14,0,0,1,0,7,3,0,7.536226,38,14.98077,7.416667
1596,39,1,1,0,12,0,0,1,1,11,3,0,5.410626,32,20.59615,20.58333
1598,44,1,0,0,12,0,0,1,0,6,3,0,3.397743,36,7.564103,2.083333
1599,42,1,1,0,16,1,1,1,0,11,2,0,12.38325,50,18.42949,11.16667
1600,42,1,1,0,11,0,0,1,0,9,6,0,3.623188,53,15.19872,3.416667
1603,45,1,1,0,7,0,0,0,0,11,8,0,3.711753,38,3.910256,1.75
1604,37,1,1,0,12,0,0,1,1,6,3,0,3.703702,40,7.038462,3.583333
1607,39,1,1,0,14,0,0,0,0,3,3,0,8.05153,38,16.34615,1.333333
1613,38,1,1,0,12,0,0,0,0,6,2,0,4.669887,20,8.782051,2.833333
