ln_wage,idcode,t,Choice,working,exper,collgrad,race,race1,age
3.119532,530,12,1,1,2,1,1,1,38
3.322573,530,13,1,1,2,1,1,1,40
999,530,14,2,0,2,1,1,1,42
999,530,15,2,0,2,1,1,1,43
2.175214,531,1,1,1,0,1,1,1,25
999,531,2,2,0,1,1,1,1,26
999,531,3,2,0,1,1,1,1,27
999,531,4,2,0,1,1,1,1,28
999,531,5,2,0,1,1,1,1,29
999,531,6,2,0,1,1,1,1,30
999,531,7,2,0,1,1,1,1,32
999,531,8,2,0,1,1,1,1,34
999,531,9,2,0,1,1,1,1,35
999,531,10,2,0,1,1,1,1,37
999,531,11,2,0,1,1,1,1,39
999,531,12,2,0,1,1,1,1,40
999,531,13,2,0,1,1,1,1,42
999,531,14,2,0,1,1,1,1,44
2.186612,531,15,1,1,1,1,1,1,45
999,532,1,2,0,0,0,1,1,16
999,532,2,2,0,0,0,1,1,17
1.501363,532,3,1,1,0,0,1,1,18
1.843247,532,4,1,1,1,0,1,1,19
1.952313,532,5,1,1,2,0,1,1,20
2.033992,532,6,1,1,3,0,1,1,21
1.546699,532,7,1,1,3,0,1,1,23
1.631678,532,8,1,1,3,0,1,1,25
1.630641,532,9,1,1,4,0,1,1,26
2.223312,532,10,1,1,4,0,1,1,28
1.609438,532,11,1,1,4,0,1,1,30
999,532,12,2,0,5,0,1,1,31
999,532,13,2,0,5,0,1,1,33
999,532,14,2,0,5,0,1,1,35
999,532,15,2,0,5,0,1,1,36
999,533,1,2,0,0,0,1,1,22
999,533,2,2,0,0,0,1,1,23
999,533,3,2,0,0,0,1,1,24
999,533,4,2,0,0,0,1,1,25
999,533,5,2,0,0,0,1,1,26
999,533,6,2,0,0,0,1,1,27
999,533,7,2,0,0,0,1,1,29
1.567017,533,8,1,1,0,0,1,1,31
1.321256,533,9,1,1,1,0,1,1,32
1.530165,533,10,1,1,1,0,1,1,34
1.386294,533,11,1,1,1,0,1,1,36
999,533,12,2,0,2,0,1,1,37
999,533,13,2,0,2,0,1,1,39
999,533,14,2,0,2,0,1,1,41
999,533,15,2,0,2,0,1,1,42
1.796835,534,1,1,1,0,0,1,1,20
1.99021,534,2,1,1,1,0,1,1,21
1.99021,534,3,1,1,2,0,1,1,22
1.830352,534,4,1,1,3,0,1,1,23
2.14772,534,5,1,1,4,0,1,1,24
2.087474,534,6,1,1,5,0,1,1,25
2.133687,534,7,1,1,5,0,1,1,27
1.79126,534,8,1,1,5,0,1,1,29
2.038823,534,9,1,1,6,0,1,1,30
999,534,10,2,0,6,0,1,1,32
999,534,11,2,0,6,0,1,1,34
999,534,12,2,0,6,0,1,1,35
999,534,13,2,0,6,0,1,1,37
999,534,14,2,0,6,0,1,1,39
999,534,15,2,0,6,0,1,1,40
999,535,1,2,0,0,0,2,0,18
999,535,2,2,0,0,0,2,0,19
999,535,3,2,0,0,0,2,0,20
999,535,4,2,0,0,0,2,0,21
999,535,5,2,0,0,0,2,0,22
999,535,6,2,0,0,0,2,0,23
1.399717,535,7,1,1,0,0,2,0,25
999,535,8,2,0,0,0,2,0,27
999,535,9,2,0,0,0,2,0,28
999,535,10,2,0,0,0,2,0,30
999,535,11,2,0,0,0,2,0,32
999,535,12,2,0,0,0,2,0,33
999,535,13,2,0,0,0,2,0,35
999,535,14,2,0,0,0,2,0,37
999,535,15,2,0,0,0,2,0,38
999,536,1,2,0,0,0,2,0,25
999,536,2,2,0,0,0,2,0,26
999,536,3,2,0,0,0,2,0,27
999,536,4,2,0,0,0,2,0,28
999,536,5,2,0,0,0,2,0,29
999,536,6,2,0,0,0,2,0,30
999,536,7,2,0,0,0,2,0,32
1.321256,536,8,1,1,0,0,2,0,34
999,536,9,2,0,1,0,2,0,35
999,536,10,2,0,1,0,2,0,37
999,536,11,2,0,1,0,2,0,39
999,536,12,2,0,1,0,2,0,40
999,536,13,2,0,1,0,2,0,42
999,536,14,2,0,1,0,2,0,44
999,536,15,2,0,1,0,2,0,45
1.817712,537,1,1,1,0,0,1,1,20
999,537,2,2,0,1,0,1,1,21
2.024953,537,3,1,1,1,0,1,1,22
1.99162,537,4,1,1,2,0,1,1,23
2.104291,537,5,1,1,3,0,1,1,24
2.238046,537,6,1,1,4,0,1,1,25
1.53585,537,7,1,1,4,0,1,1,27
1.567017,537,8,1,1,4,0,1,1,29
999,537,9,2,0,5,0,1,1,30
1.396633,537,10,1,1,5,0,1,1,32
1.446919,537,11,1,1,5,0,1,1,34
1.664566,537,12,1,1,6,0,1,1,35
999,537,13,2,0,6,0,1,1,37
1.362176,537,14,1,1,6,0,1,1,39
1.437688,537,15,1,1,7,0,1,1,40
1.685361,538,1,1,1,0,0,1,1,19
1.715773,538,2,1,1,1,0,1,1,20
1.709188,538,3,1,1,2,0,1,1,21
1.717023,538,4,1,1,3,0,1,1,22
2.002694,538,5,1,1,4,0,1,1,23
2.022935,538,6,1,1,5,0,1,1,24
1.913039,538,7,1,1,5,0,1,1,26
2.196725,538,8,1,1,5,0,1,1,28
1.999893,538,9,1,1,6,0,1,1,29
1.976452,538,10,1,1,6,0,1,1,31
2.119339,538,11,1,1,6,0,1,1,33
999,538,12,2,0,7,0,1,1,34
999,538,13,2,0,7,0,1,1,36
999,538,14,2,0,7,0,1,1,38
999,538,15,2,0,7,0,1,1,39
1.89712,539,1,1,1,0,0,1,1,25
999,539,2,2,0,1,0,1,1,26
2.099061,539,3,1,1,1,0,1,1,27
2.143597,539,4,1,1,2,0,1,1,28
2.14772,539,5,1,1,3,0,1,1,29
1.813037,539,6,1,1,4,0,1,1,30
999,539,7,2,0,4,0,1,1,32
999,539,8,2,0,4,0,1,1,34
999,539,9,2,0,4,0,1,1,35
999,539,10,2,0,4,0,1,1,37
999,539,11,2,0,4,0,1,1,39
999,539,12,2,0,4,0,1,1,40
999,539,13,2,0,4,0,1,1,42
999,539,14,2,0,4,0,1,1,44
999,539,15,2,0,4,0,1,1,45
1.627093,540,1,1,1,0,0,1,1,24
999,540,2,2,0,1,0,1,1,25
999,540,3,2,0,1,0,1,1,26
999,540,4,2,0,1,0,1,1,27
999,540,5,2,0,1,0,1,1,28
999,540,6,2,0,1,0,1,1,29
999,540,7,2,0,1,0,1,1,31
999,540,8,2,0,1,0,1,1,33
999,540,9,2,0,1,0,1,1,34
999,540,10,2,0,1,0,1,1,36
1.536867,540,11,1,1,1,0,1,1,38
1.618046,540,12,1,1,2,0,1,1,39
999,540,13,2,0,2,0,1,1,41
999,540,14,2,0,2,0,1,1,43
999,540,15,2,0,2,0,1,1,44
1.521732,541,1,1,1,0,0,2,0,23
1.633535,541,2,1,1,1,0,2,0,24
1.734189,541,3,1,1,2,0,2,0,25
1.629284,541,4,1,1,3,0,2,0,26
1.993986,541,5,1,1,4,0,2,0,27
1.993986,541,6,1,1,5,0,2,0,28
1.927892,541,7,1,1,5,0,2,0,30
1.858918,541,8,1,1,5,0,2,0,32
1.896421,541,9,1,1,6,0,2,0,33
999,541,10,2,0,6,0,2,0,35
999,541,11,2,0,6,0,2,0,37
999,541,12,2,0,6,0,2,0,38
999,541,13,2,0,6,0,2,0,40
999,541,14,2,0,6,0,2,0,42
999,541,15,2,0,6,0,2,0,43
999,542,1,2,0,0,0,2,0,15
999,542,2,2,0,0,0,2,0,16
999,542,3,2,0,0,0,2,0,17
1.251763,542,4,1,1,0,0,2,0,18
999,542,5,2,0,1,0,2,0,19
999,542,6,2,0,1,0,2,0,20
999,542,7,2,0,1,0,2,0,22
999,542,8,2,0,1,0,2,0,24
999,542,9,2,0,1,0,2,0,25
999,542,10,2,0,1,0,2,0,27
999,542,11,2,0,1,0,2,0,29
999,542,12,2,0,1,0,2,0,30
999,542,13,2,0,1,0,2,0,32
999,542,14,2,0,1,0,2,0,34
999,542,15,2,0,1,0,2,0,35
999,543,1,2,0,0,0,1,1,22
1.569631,543,2,1,1,0,0,1,1,23
1.700713,543,3,1,1,1,0,1,1,24
1.756243,543,4,1,1,2,0,1,1,25
1.765727,543,5,1,1,3,0,1,1,26
1.776181,543,6,1,1,4,0,1,1,27
1.887786,543,7,1,1,4,0,1,1,29
999,543,8,2,0,4,0,1,1,31
999,543,9,2,0,4,0,1,1,32
999,543,10,2,0,4,0,1,1,34
999,543,11,2,0,4,0,1,1,36
999,543,12,2,0,4,0,1,1,37
999,543,13,2,0,4,0,1,1,39
999,543,14,2,0,4,0,1,1,41
999,543,15,2,0,4,0,1,1,42
999,544,1,2,0,0,0,2,0,25
1.702528,544,2,1,1,0,0,2,0,26
2.127232,544,3,1,1,1,0,2,0,27
2.081666,544,4,1,1,2,0,2,0,28
2.130065,544,5,1,1,3,0,2,0,29
1.842212,544,6,1,1,4,0,2,0,30
1.971168,544,7,1,1,4,0,2,0,32
2.387345,544,8,1,1,4,0,2,0,34
1.752352,544,9,1,1,5,0,2,0,35
2.292138,544,10,1,1,5,0,2,0,37
1.549688,544,11,1,1,5,0,2,0,39
2.190907,544,12,1,1,6,0,2,0,40
2.32649,544,13,1,1,6,0,2,0,42
999,544,14,2,0,6,0,2,0,44
999,544,15,2,0,6,0,2,0,45
999,545,1,2,0,0,0,1,1,23
999,545,2,2,0,0,0,1,1,24
999,545,3,2,0,0,0,1,1,25
999,545,4,2,0,0,0,1,1,26
999,545,5,2,0,0,0,1,1,27
999,545,6,2,0,0,0,1,1,28
1.217396,545,7,1,1,0,0,1,1,30
1.301314,545,8,1,1,0,0,1,1,32
999,545,9,2,0,1,0,1,1,33
999,545,10,2,0,1,0,1,1,35
1.20896,545,11,1,1,1,0,1,1,37
1.20896,545,12,1,1,2,0,1,1,38
999,545,13,2,0,2,0,1,1,40
1.550901,545,14,1,1,2,0,1,1,42
1.430455,545,15,1,1,3,0,1,1,43
1.766854,546,1,1,1,0,1,1,1,23
1.490434,546,2,1,1,1,1,1,1,24
1.638286,546,3,1,1,2,1,1,1,25
2.003705,546,4,1,1,3,1,1,1,26
2.069758,546,5,1,1,4,1,1,1,27
2.006805,546,6,1,1,5,1,1,1,28
1.872321,546,7,1,1,5,1,1,1,30
2.087653,546,8,1,1,5,1,1,1,32
2.309544,546,9,1,1,6,1,1,1,33
2.158773,546,10,1,1,6,1,1,1,35
999,546,11,2,0,6,1,1,1,37
2.598876,546,12,1,1,6,1,1,1,38
999,546,13,2,0,6,1,1,1,40
.1856602,546,14,1,1,6,1,1,1,42
.608475,546,15,1,1,7,1,1,1,43
1.885603,547,1,1,1,0,1,1,1,25
999,547,2,2,0,1,1,1,1,26
999,547,3,2,0,1,1,1,1,27
999,547,4,2,0,1,1,1,1,28
999,547,5,2,0,1,1,1,1,29
999,547,6,2,0,1,1,1,1,30
1.756808,547,7,1,1,1,1,1,1,32
1.760388,547,8,1,1,1,1,1,1,34
1.581107,547,9,1,1,2,1,1,1,35
999,547,10,2,0,2,1,1,1,37
999,547,11,2,0,2,1,1,1,39
999,547,12,2,0,2,1,1,1,40
999,547,13,2,0,2,1,1,1,42
1.860938,547,14,1,1,2,1,1,1,44
2.162343,547,15,1,1,3,1,1,1,45
1.493561,548,1,1,1,0,0,1,1,19
1.584745,548,2,1,1,1,0,1,1,20
1.584745,548,3,1,1,2,0,1,1,21
1.539446,548,4,1,1,3,0,1,1,22
1.677717,548,5,1,1,4,0,1,1,23
999,548,6,2,0,5,0,1,1,24
999,548,7,2,0,5,0,1,1,26
999,548,8,2,0,5,0,1,1,28
999,548,9,2,0,5,0,1,1,29
999,548,10,2,0,5,0,1,1,31
999,548,11,2,0,5,0,1,1,33
999,548,12,2,0,5,0,1,1,34
2.341254,548,13,1,1,5,0,1,1,36
999,548,14,2,0,5,0,1,1,38
2.309006,548,15,1,1,5,0,1,1,39
999,549,1,2,0,0,0,2,0,24
1.434721,549,2,1,1,0,0,2,0,25
1.543923,549,3,1,1,1,0,2,0,26
999,549,4,2,0,2,0,2,0,27
1.572356,549,5,1,1,2,0,2,0,28
999,549,6,2,0,3,0,2,0,29
999,549,7,2,0,3,0,2,0,31
999,549,8,2,0,3,0,2,0,33
2.075028,549,9,1,1,3,0,2,0,34
999,549,10,2,0,3,0,2,0,36
999,549,11,2,0,3,0,2,0,38
999,549,12,2,0,3,0,2,0,39
999,549,13,2,0,3,0,2,0,41
1.494368,549,14,1,1,3,0,2,0,43
999,549,15,2,0,4,0,2,0,44
999,550,1,2,0,0,0,1,1,22
999,550,2,2,0,0,0,1,1,23
999,550,3,2,0,0,0,1,1,24
999,550,4,2,0,0,0,1,1,25
2.14772,550,5,1,1,0,0,1,1,26
1.806436,550,6,1,1,1,0,1,1,27
999,550,7,2,0,1,0,1,1,29
999,550,8,2,0,1,0,1,1,31
999,550,9,2,0,1,0,1,1,32
999,550,10,2,0,1,0,1,1,34
999,550,11,2,0,1,0,1,1,36
999,550,12,2,0,1,0,1,1,37
2.416777,550,13,1,1,1,0,1,1,39
2.480577,550,14,1,1,1,0,1,1,41
2.480603,550,15,1,1,2,0,1,1,42
999,551,1,2,0,0,0,1,1,16
999,551,2,2,0,0,0,1,1,17
999,551,3,2,0,0,0,1,1,18
999,551,4,2,0,0,0,1,1,19
999,551,5,2,0,0,0,1,1,20
1.668163,551,6,1,1,0,0,1,1,21
999,551,7,2,0,0,0,1,1,23
1.609438,551,8,1,1,0,0,1,1,25
999,551,9,2,0,1,0,1,1,26
999,551,10,2,0,1,0,1,1,28
999,551,11,2,0,1,0,1,1,30
999,551,12,2,0,1,0,1,1,31
999,551,13,2,0,1,0,1,1,33
999,551,14,2,0,1,0,1,1,35
999,551,15,2,0,1,0,1,1,36
999,552,1,2,0,0,1,1,1,19
999,552,2,2,0,0,1,1,1,20
999,552,3,2,0,0,1,1,1,21
999,552,4,2,0,0,1,1,1,22
999,552,5,2,0,0,1,1,1,23
1.572356,552,6,1,1,0,1,1,1,24
999,552,7,2,0,0,1,1,1,26
999,552,8,2,0,0,1,1,1,28
999,552,9,2,0,0,1,1,1,29
999,552,10,2,0,0,1,1,1,31
999,552,11,2,0,0,1,1,1,33
999,552,12,2,0,0,1,1,1,34
999,552,13,2,0,0,1,1,1,36
999,552,14,2,0,0,1,1,1,38
999,552,15,2,0,0,1,1,1,39
999,553,1,2,0,0,1,1,1,22
999,553,2,2,0,0,1,1,1,23
999,553,3,2,0,0,1,1,1,24
999,553,4,2,0,0,1,1,1,25
999,553,5,2,0,0,1,1,1,26
1.942448,553,6,1,1,0,1,1,1,27
2.608677,553,7,1,1,0,1,1,1,29
2.413179,553,8,1,1,0,1,1,1,31
2.591663,553,9,1,1,1,1,1,1,32
999,553,10,2,0,1,1,1,1,34
2.619583,553,11,1,1,1,1,1,1,36
999,553,12,2,0,2,1,1,1,37
2.84672,553,13,1,1,2,1,1,1,39
2.959983,553,14,1,1,2,1,1,1,41
2.991294,553,15,1,1,3,1,1,1,42
999,554,1,2,0,0,1,1,1,20
999,554,2,2,0,0,1,1,1,21
999,554,3,2,0,0,1,1,1,22
2.166824,554,4,1,1,0,1,1,1,23
999,554,5,2,0,1,1,1,1,24
999,554,6,2,0,1,1,1,1,25
999,554,7,2,0,1,1,1,1,27
999,554,8,2,0,1,1,1,1,29
999,554,9,2,0,1,1,1,1,30
999,554,10,2,0,1,1,1,1,32
999,554,11,2,0,1,1,1,1,34
999,554,12,2,0,1,1,1,1,35
999,554,13,2,0,1,1,1,1,37
2.043476,554,14,1,1,1,1,1,1,39
2.071763,554,15,1,1,2,1,1,1,40
1.981264,555,1,1,1,0,0,1,1,24
999,555,2,2,0,1,0,1,1,25
999,555,3,2,0,1,0,1,1,26
999,555,4,2,0,1,0,1,1,27
999,555,5,2,0,1,0,1,1,28
2.821042,555,6,1,1,1,0,1,1,29
1.391349,555,7,1,1,1,0,1,1,31
3.623841,555,8,1,1,1,0,1,1,33
999,555,9,2,0,2,0,1,1,34
999,555,10,2,0,2,0,1,1,36
999,555,11,2,0,2,0,1,1,38
999,555,12,2,0,2,0,1,1,39
999,555,13,2,0,2,0,1,1,41
999,555,14,2,0,2,0,1,1,43
999,555,15,2,0,2,0,1,1,44
999,556,1,2,0,0,0,1,1,19
999,556,2,2,0,0,0,1,1,20
999,556,3,2,0,0,0,1,1,21
2.103645,556,4,1,1,0,0,1,1,22
2.050658,556,5,1,1,1,0,1,1,23
999,556,6,2,0,2,0,1,1,24
999,556,7,2,0,2,0,1,1,26
999,556,8,2,0,2,0,1,1,28
999,556,9,2,0,2,0,1,1,29
999,556,10,2,0,2,0,1,1,31
999,556,11,2,0,2,0,1,1,33
999,556,12,2,0,2,0,1,1,34
999,556,13,2,0,2,0,1,1,36
999,556,14,2,0,2,0,1,1,38
999,556,15,2,0,2,0,1,1,39
2.025485,557,1,1,1,0,0,1,1,26
999,557,2,2,0,1,0,1,1,27
999,557,3,2,0,1,0,1,1,28
999,557,4,2,0,1,0,1,1,29
999,557,5,2,0,1,0,1,1,30
999,557,6,2,0,1,0,1,1,31
999,557,7,2,0,1,0,1,1,33
999,557,8,2,0,1,0,1,1,35
999,557,9,2,0,1,0,1,1,36
999,557,10,2,0,1,0,1,1,38
999,557,11,2,0,1,0,1,1,40
999,557,12,2,0,1,0,1,1,41
999,557,13,2,0,1,0,1,1,43
999,557,14,2,0,1,0,1,1,45
999,557,15,2,0,1,0,1,1,46
1.521732,558,1,1,1,0,0,1,1,24
999,558,2,2,0,1,0,1,1,25
999,558,3,2,0,1,0,1,1,26
1.539446,558,4,1,1,1,0,1,1,27
999,558,5,2,0,2,0,1,1,28
999,558,6,2,0,2,0,1,1,29
999,558,7,2,0,2,0,1,1,31
999,558,8,2,0,2,0,1,1,33
999,558,9,2,0,2,0,1,1,34
999,558,10,2,0,2,0,1,1,36
999,558,11,2,0,2,0,1,1,38
999,558,12,2,0,2,0,1,1,39
999,558,13,2,0,2,0,1,1,41
999,558,14,2,0,2,0,1,1,43
999,558,15,2,0,2,0,1,1,44
999,559,1,2,0,0,0,1,1,24
999,559,2,2,0,0,0,1,1,25
999,559,3,2,0,0,0,1,1,26
999,559,4,2,0,0,0,1,1,27
999,559,5,2,0,0,0,1,1,28
999,559,6,2,0,0,0,1,1,29
999,559,7,2,0,0,0,1,1,31
1.384696,559,8,1,1,0,0,1,1,33
999,559,9,2,0,1,0,1,1,34
1.242483,559,10,1,1,1,0,1,1,36
999,559,11,2,0,1,0,1,1,38
999,559,12,2,0,1,0,1,1,39
999,559,13,2,0,1,0,1,1,41
999,559,14,2,0,1,0,1,1,43
999,559,15,2,0,1,0,1,1,44
999,560,1,2,0,0,0,1,1,25
999,560,2,2,0,0,0,1,1,26
999,560,3,2,0,0,0,1,1,27
999,560,4,2,0,0,0,1,1,28
999,560,5,2,0,0,0,1,1,29
999,560,6,2,0,0,0,1,1,30
1.872321,560,7,1,1,0,0,1,1,32
1.321256,560,8,1,1,0,0,1,1,34
2.014403,560,9,1,1,1,0,1,1,35
1.753308,560,10,1,1,1,0,1,1,37
1.609438,560,11,1,1,1,0,1,1,39
1.664566,560,12,1,1,2,0,1,1,40
1.905152,560,13,1,1,2,0,1,1,42
999,560,14,2,0,2,0,1,1,44
2.309006,560,15,1,1,2,0,1,1,45
999,561,1,2,0,0,1,1,1,22
1.783596,561,2,1,1,0,1,1,1,23
1.967976,561,3,1,1,1,1,1,1,24
2.318054,561,4,1,1,2,1,1,1,25
2.179703,561,5,1,1,3,1,1,1,26
999,561,6,2,0,4,1,1,1,27
999,561,7,2,0,4,1,1,1,29
999,561,8,2,0,4,1,1,1,31
999,561,9,2,0,4,1,1,1,32
999,561,10,2,0,4,1,1,1,34
999,561,11,2,0,4,1,1,1,36
999,561,12,2,0,4,1,1,1,37
999,561,13,2,0,4,1,1,1,39
999,561,14,2,0,4,1,1,1,41
999,561,15,2,0,4,1,1,1,42
999,562,1,2,0,0,1,1,1,16
999,562,2,2,0,0,1,1,1,17
999,562,3,2,0,0,1,1,1,18
999,562,4,2,0,0,1,1,1,19
999,562,5,2,0,0,1,1,1,20
999,562,6,2,0,0,1,1,1,21
1.399717,562,7,1,1,0,1,1,1,23
1.753038,562,8,1,1,0,1,1,1,25
1.808838,562,9,1,1,1,1,1,1,26
1.910312,562,10,1,1,1,1,1,1,28
999,562,11,2,0,1,1,1,1,30
999,562,12,2,0,1,1,1,1,31
999,562,13,2,0,1,1,1,1,33
999,562,14,2,0,1,1,1,1,35
999,562,15,2,0,1,1,1,1,36
1.694751,563,1,1,1,0,0,1,1,20
1.938917,563,2,1,1,1,0,1,1,21
1.990521,563,3,1,1,2,0,1,1,22
1.988575,563,4,1,1,3,0,1,1,23
1.99162,563,5,1,1,4,0,1,1,24
1.851751,563,6,1,1,5,0,1,1,25
999,563,7,2,0,5,0,1,1,27
999,563,8,2,0,5,0,1,1,29
999,563,9,2,0,5,0,1,1,30
999,563,10,2,0,5,0,1,1,32
999,563,11,2,0,5,0,1,1,34
999,563,12,2,0,5,0,1,1,35
999,563,13,2,0,5,0,1,1,37
999,563,14,2,0,5,0,1,1,39
999,563,15,2,0,5,0,1,1,40
1.403949,564,1,1,1,0,0,1,1,25
999,564,2,2,0,1,0,1,1,26
999,564,3,2,0,1,0,1,1,27
1.437309,564,4,1,1,1,0,1,1,28
1.454573,564,5,1,1,2,0,1,1,29
1.433547,564,6,1,1,3,0,1,1,30
1.420336,564,7,1,1,3,0,1,1,32
1.427416,564,8,1,1,3,0,1,1,34
1.503577,564,9,1,1,4,0,1,1,35
1.647948,564,10,1,1,4,0,1,1,37
1.609438,564,11,1,1,4,0,1,1,39
1.751578,564,12,1,1,5,0,1,1,40
999,564,13,2,0,5,0,1,1,42
1.499687,564,14,1,1,5,0,1,1,44
999,564,15,2,0,6,0,1,1,45
999,565,1,2,0,0,0,1,1,17
999,565,2,2,0,0,0,1,1,18
999,565,3,2,0,0,0,1,1,19
1.80869,565,4,1,1,0,0,1,1,20
1.773027,565,5,1,1,1,0,1,1,21
1.895102,565,6,1,1,2,0,1,1,22
1.853972,565,7,1,1,2,0,1,1,24
999,565,8,2,0,2,0,1,1,26
999,565,9,2,0,2,0,1,1,27
999,565,10,2,0,2,0,1,1,29
999,565,11,2,0,2,0,1,1,31
999,565,12,2,0,2,0,1,1,32
999,565,13,2,0,2,0,1,1,34
999,565,14,2,0,2,0,1,1,36
999,565,15,2,0,2,0,1,1,37
999,566,1,2,0,0,0,2,0,21
999,566,2,2,0,0,0,2,0,22
1.893617,566,3,1,1,0,0,2,0,23
999,566,4,2,0,1,0,2,0,24
1.902459,566,5,1,1,1,0,2,0,25
999,566,6,2,0,2,0,2,0,26
999,566,7,2,0,2,0,2,0,28
999,566,8,2,0,2,0,2,0,30
999,566,9,2,0,2,0,2,0,31
999,566,10,2,0,2,0,2,0,33
999,566,11,2,0,2,0,2,0,35
999,566,12,2,0,2,0,2,0,36
999,566,13,2,0,2,0,2,0,38
999,566,14,2,0,2,0,2,0,40
999,566,15,2,0,2,0,2,0,41
1.685361,567,1,1,1,0,0,1,1,24
999,567,2,2,0,1,0,1,1,25
999,567,3,2,0,1,0,1,1,26
999,567,4,2,0,1,0,1,1,27
999,567,5,2,0,1,0,1,1,28
999,567,6,2,0,1,0,1,1,29
999,567,7,2,0,1,0,1,1,31
999,567,8,2,0,1,0,1,1,33
999,567,9,2,0,1,0,1,1,34
999,567,10,2,0,1,0,1,1,36
999,567,11,2,0,1,0,1,1,38
999,567,12,2,0,1,0,1,1,39
999,567,13,2,0,1,0,1,1,41
999,567,14,2,0,1,0,1,1,43
999,567,15,2,0,1,0,1,1,44
1.627093,568,1,1,1,0,0,1,1,21
999,568,2,2,0,1,0,1,1,22
999,568,3,2,0,1,0,1,1,23
999,568,4,2,0,1,0,1,1,24
999,568,5,2,0,1,0,1,1,25
1.498589,568,6,1,1,1,0,1,1,26
1.687399,568,7,1,1,1,0,1,1,28
1.721168,568,8,1,1,1,0,1,1,30
999,568,9,2,0,2,0,1,1,31
1.753308,568,10,1,1,2,0,1,1,33
1.781709,568,11,1,1,2,0,1,1,35
1.621366,568,12,1,1,3,0,1,1,36
1.0534,568,13,1,1,3,0,1,1,38
1.995769,568,14,1,1,3,0,1,1,40
2.017583,568,15,1,1,4,0,1,1,41
1.611979,569,1,1,1,0,0,2,0,22
1.517537,569,2,1,1,1,0,2,0,23
1.657066,569,3,1,1,2,0,2,0,24
999,569,4,2,0,3,0,2,0,25
999,569,5,2,0,3,0,2,0,26
999,569,6,2,0,3,0,2,0,27
1.335179,569,7,1,1,3,0,2,0,29
999,569,8,2,0,3,0,2,0,31
999,569,9,2,0,3,0,2,0,32
999,569,10,2,0,3,0,2,0,34
999,569,11,2,0,3,0,2,0,36
999,569,12,2,0,3,0,2,0,37
999,569,13,2,0,3,0,2,0,39
999,569,14,2,0,3,0,2,0,41
.9996724,569,15,1,1,3,0,2,0,42
1.601775,570,1,1,1,0,0,1,1,20
1.361601,570,2,1,1,1,0,1,1,21
999,570,3,2,0,2,0,1,1,22
999,570,4,2,0,2,0,1,1,23
999,570,5,2,0,2,0,1,1,24
999,570,6,2,0,2,0,1,1,25
999,570,7,2,0,2,0,1,1,27
999,570,8,2,0,2,0,1,1,29
999,570,9,2,0,2,0,1,1,30
999,570,10,2,0,2,0,1,1,32
999,570,11,2,0,2,0,1,1,34
999,570,12,2,0,2,0,1,1,35
999,570,13,2,0,2,0,1,1,37
999,570,14,2,0,2,0,1,1,39
999,570,15,2,0,2,0,1,1,40
999,571,1,2,0,0,1,1,1,18
999,571,2,2,0,0,1,1,1,19
999,571,3,2,0,0,1,1,1,20
999,571,4,2,0,0,1,1,1,21
1.567902,571,5,1,1,0,1,1,1,22
2.13149,571,6,1,1,1,1,1,1,23
2.319335,571,7,1,1,1,1,1,1,25
2.014403,571,8,1,1,1,1,1,1,27
2.016763,571,9,1,1,2,1,1,1,28
999,571,10,2,0,2,1,1,1,30
2.302585,571,11,1,1,2,1,1,1,32
2.302585,571,12,1,1,3,1,1,1,33
999,571,13,2,0,3,1,1,1,35
999,571,14,2,0,3,1,1,1,37
999,571,15,2,0,3,1,1,1,38
1.916023,572,1,1,1,0,0,1,1,26
999,572,2,2,0,1,0,1,1,27
999,572,3,2,0,1,0,1,1,28
999,572,4,2,0,1,0,1,1,29
999,572,5,2,0,1,0,1,1,30
999,572,6,2,0,1,0,1,1,31
999,572,7,2,0,1,0,1,1,33
999,572,8,2,0,1,0,1,1,35
999,572,9,2,0,1,0,1,1,36
999,572,10,2,0,1,0,1,1,38
999,572,11,2,0,1,0,1,1,40
999,572,12,2,0,1,0,1,1,41
999,572,13,2,0,1,0,1,1,43
999,572,14,2,0,1,0,1,1,45
999,572,15,2,0,1,0,1,1,46
999,573,1,2,0,0,1,1,1,23
999,573,2,2,0,0,1,1,1,24
999,573,3,2,0,0,1,1,1,25
999,573,4,2,0,0,1,1,1,26
999,573,5,2,0,0,1,1,1,27
999,573,6,2,0,0,1,1,1,28
999,573,7,2,0,0,1,1,1,30
999,573,8,2,0,0,1,1,1,32
999,573,9,2,0,0,1,1,1,33
999,573,10,2,0,0,1,1,1,35
999,573,11,2,0,0,1,1,1,37
1.999739,573,12,1,1,0,1,1,1,38
2.376821,573,13,1,1,0,1,1,1,40
2.554085,573,14,1,1,0,1,1,1,42
2.91179,573,15,1,1,1,1,1,1,43
999,574,1,2,0,0,1,1,1,23
999,574,2,2,0,0,1,1,1,24
999,574,3,2,0,0,1,1,1,25
999,574,4,2,0,0,1,1,1,26
2.25208,574,5,1,1,0,1,1,1,27
2.464354,574,6,1,1,1,1,1,1,28
2.35683,574,7,1,1,1,1,1,1,30
2.489961,574,8,1,1,1,1,1,1,32
999,574,9,2,0,2,1,1,1,33
999,574,10,2,0,2,1,1,1,35
1.909543,574,11,1,1,2,1,1,1,37
1.909543,574,12,1,1,3,1,1,1,38
999,574,13,2,0,3,1,1,1,40
1.900459,574,14,1,1,3,1,1,1,42
