id,black,hispanic,female,uniqueTime,grad4yr,gradHS,schoolt,logwage,asvabAR,asvabCS,asvabMK,asvabNO,asvabPC,asvabWK
2396,0,0,1,3211,1,1,5.583333,2.110788,1.667297,1.372266,1.007516,.6519827,.5490189,1.009817
2397,0,0,0,3209,1,1,5.25,2.072627,.2957263,-.0568964,.5719132,-.782526,1.081653,.7888345
2398,0,0,0,3202,1,1,6,2.165722,-.2097264,-.1622635,-1.263337,-.6721792,.2827018,.6783431
2399,0,0,1,3204,1,1,6.583333,1.946441,-.6140885,-.1622635,-.8504548,.5416358,-.2499325,.4573603
2407,0,0,0,3202,0,1,2.583333,1.967927,.5506939,-1.296613,.5719132,.7623295,.5490189,.2363776
2409,0,0,0,3203,0,1,4.75,2.105574,-1.018451,-.1622635,-.1279108,-.2644852,.2827018,.2363776
2414,0,1,0,3210,1,1,9.166667,1.942409,.346973,.4699395,.5946333,1.09337,.815336,-.6475536
2423,0,0,0,3202,0,1,5.25,2.548825,1.040917,.1427471,1.090573,.9830231,.2827018,.4573603
2426,0,0,1,3208,0,1,1.916667,2.150048,.4979073,-.2676307,.5946333,1.09337,.2827018,-.205588
2427,0,0,1,3203,0,1,3.416667,1.719266,-1.350373,-1.296613,-1.914259,-1.223913,-2.114152,-.9790277
2434,0,0,0,3208,1,1,5.333333,2.45643,1.432763,1.589068,1.317177,1.203717,.2827018,.6783431
2439,0,0,0,3211,1,1,6.5,2.476715,1.710994,.0484708,1.110736,.7623295,1.081653,.7755756
2441,1,0,0,3201,1,1,6.416667,2.005601,-.6140885,.4699395,-.4375725,.6519827,-.5162496,-.2894487
2445,0,0,1,3212,0,0,1.083333,1.38833,-.512998,.0484708,-1.263337,-.4514855,.1149735,.2363776
2447,0,0,0,3205,0,1,3.833333,2.240346,-.6140885,-.5837322,-1.160117,-.8479859,-1.315201,.3468689
2454,0,1,1,3210,0,1,4.5,2.315092,.2957263,-.0568964,-1.160117,-2.679269,-1.581518,-.205588
2461,0,0,0,3203,1,1,8.25,3.192296,1.812084,.8914081,1.420398,.8726763,1.081653,.4573603
2465,0,0,1,3203,1,1,7.916667,2.190096,-.8162696,-.2676307,1.420398,.7623295,-.7825667,.3468689
2473,0,0,1,3206,0,1,1.666667,2.451224,.1946357,.3645723,1.110736,.431289,.5490189,.2363776
2480,0,0,0,3207,1,1,6.166667,2.842195,1.812084,1.946647,1.626839,1.203717,1.081653,.8529661
2493,0,0,1,3207,1,1,8.416667,2.692386,.5989979,-.5837322,1.317177,1.09337,1.34797,.7888345
2500,0,0,0,3209,0,1,2.75,2.017921,-1.350373,.0484708,-1.584559,-.20105,-.4847125,-.0950966
2503,0,0,0,3202,0,1,5.5,1.828465,.4979073,-.6937723,1.110736,1.09337,.815336,.6783431
2510,0,0,1,3206,0,1,3.333333,2.045578,1.306632,.8914081,.8010744,.9830231,1.081653,.4573603
2513,0,0,0,3207,1,1,5.083333,2.205956,.5989979,1.252667,.4635329,.3209422,.815336,.6783431
2518,0,0,1,3207,0,1,2.083333,1.640888,-.512998,.4699395,-1.116618,1.203717,-1.278433,.0153948
2520,0,0,0,3209,0,0,0,2.044688,-1.018451,-.0568964,-1.357036,-.7028038,-1.581518,-.205588
2522,0,0,0,3202,1,1,5.833333,1.862366,1.812084,1.523611,1.317177,1.203717,.815336,1.451783
2524,0,0,0,3212,1,1,5.75,1.957226,.4979073,-.7944665,.2174807,-.1204451,.815336,.6783431
2528,0,0,1,3202,1,1,7.25,2.198839,-.1086359,1.589068,.181751,1.09337,1.081653,.2363776
2529,0,0,1,3209,0,1,2,2.228398,.4979073,-.0568964,.4914127,-.0221957,.5490189,.6783431
2531,0,0,1,3210,0,1,2,2.195745,-.2097264,.8914081,1.007516,.8726763,-.2499325,.6783431
2535,0,0,0,3203,0,1,1.666667,2.124731,-2.080924,-1.356526,-1.572999,-.4514855,-.7461132,-1.177633
2543,0,0,1,3211,0,1,3.583333,2.447186,.9413188,.786041,1.420398,1.203717,.815336,1.2308
2545,0,0,0,3210,0,1,2.833333,4.196321,-1.16983,-.5837322,-1.263337,-.2644852,-1.581518,-1.812547
2553,0,0,1,3207,0,1,4.25,1.895156,-.512998,-.2676307,.0308714,.2105954,-1.048884,.0153948
2556,0,1,1,3207,0,1,1.75,1.98753,.4979073,-.2676307,.5946333,.3209422,.815336,.0266794
2558,0,0,0,3210,1,1,7.083333,3.402812,1.432763,-.478365,1.007516,1.09337,.5490189,1.2308
2561,0,0,1,3207,0,1,2.25,2.204537,-.4031622,.153838,-1.263337,-.3411387,.2827018,.6783431
2567,0,0,1,3209,0,1,7.583333,2.450153,-.1086359,.3645723,.2849715,.2105954,1.081653,1.009817
2568,0,0,0,3208,0,1,1.75,1.460893,-.3108169,-.2676307,-.6440136,.431289,-.2135829,1.009817
2569,0,0,0,3203,0,1,2.666667,1.716497,1.306632,.153838,.2849715,.431289,1.34797,.7888345
2570,0,0,1,3204,0,1,1.583333,2.109226,-.512998,.0484708,-.4375725,-1.794757,-.2499325,-.0950966
2572,0,0,1,3203,1,1,7.75,2.374932,-.5486919,.4699395,-.6440136,-.4514855,.815336,.4573603
2574,0,0,0,3211,0,1,4.583333,2.296589,-1.220632,-.9264082,-1.249383,-.2307919,-1.278433,-.5370622
2577,0,0,1,3202,1,1,5.75,2.373192,.1043074,1.20751,.4914127,1.09337,.815336,-.1303965
2583,0,0,1,3212,1,1,8.333333,1.976117,.2957263,1.429891,.2849715,1.09337,.2827018,.4573603
2592,0,0,1,3209,1,1,6.75,2.686249,-.1086359,-.3729979,.5946333,1.203717,.815336,1.009817
2597,0,0,0,3209,0,1,5.25,4.19767,.7000884,-.3729979,.0308714,.7099326,.815336,.3468689
2598,0,0,0,3210,0,1,2,2.803935,-.2097264,.9967753,.2849715,.4671518,.5490189,.7888345
2600,0,0,1,3203,0,1,3.416667,1.439623,-.2097264,.153838,.2849715,.9441569,.5490189,-.205588
2607,0,0,1,3207,1,1,6.666667,2.259351,1.10445,-.2676307,1.317177,.5786229,.0163846,.3468689
2611,0,0,0,3211,0,1,3,2.042299,1.10445,-.1622635,1.007516,-.4514855,.5490189,.6783431
2614,0,0,0,3205,1,1,7,1.948848,1.710994,-.0568964,1.110736,1.203717,1.081653,.8993259
2615,0,0,0,3209,1,1,6.75,1.887384,-.1086359,.3126106,1.007516,.7623295,.2827018,.8993259
2616,0,0,0,3207,1,1,5.25,2.803935,1.812084,1.312877,1.626839,1.203717,1.34797,1.378258
2618,0,0,0,3204,1,1,6,2.316757,1.407722,1.20751,1.420398,.431289,1.34797,1.451783
2619,0,0,1,3201,0,1,4.833333,2.146542,-.9173601,.2592051,.4914127,.1002486,.5490189,.8993259
2621,0,0,1,3210,1,1,6.333333,2.157951,.2364881,.5753067,.2849715,.431289,.5490189,.3468689
2622,0,0,0,3208,0,1,1.916667,1.719266,-.2097264,-2.145551,-.2265091,-.3411387,.2827018,.3468689
2624,0,0,0,3204,1,1,5.916667,2.44421,1.609903,-.7944665,1.317177,.7099326,.2827018,.3468689
2625,0,0,1,3204,1,1,6.333333,2.110788,-.2097264,1.20751,.5719132,.8726763,1.081653,-.0950966
2626,0,0,1,3203,1,1,6,2.550836,.0935452,1.946647,.8010744,1.203717,.815336,.6783431
2627,0,0,0,3208,0,1,2.333333,1.590626,-1.422813,-2.90181,-1.914259,-2.131209,-2.114152,-1.064046
2630,0,0,0,3202,0,1,2.333333,2.081477,-.512998,-.6890993,-1.469778,-1.440562,-.7825667,-.9790277
2634,0,0,1,3206,0,1,5.916667,2.505272,.5989979,-1.126648,.2849715,-1.251821,-.5162496,.6783431
2635,0,0,1,3211,1,1,7.583333,2.188678,1.10445,.8914081,1.007516,1.09337,1.081653,.8993259
2637,0,0,0,3206,1,1,5.166667,2.420839,1.800805,1.589068,1.420398,1.203717,1.081653,1.378258
2638,0,0,1,3201,1,1,6.666667,2.458636,1.710994,1.20751,1.373903,.9830231,1.34797,.7888345
2643,0,0,0,3209,0,0,2.833333,1.507282,-.8162696,-2.760919,-.4375725,-.2307919,-1.581518,-.9790277
2652,0,0,0,3209,0,1,3,2.163785,1.407722,.153838,1.007516,1.09337,-.2135829,.4573603
2658,0,0,0,3201,1,1,7,2.246722,1.407722,-1.022809,.2849715,.8726763,1.081653,.8993259
2662,0,0,0,3207,1,1,5.166667,2.717776,.4979073,-.0568964,.2849715,.7099326,.815336,.4573603
2664,0,0,1,3206,1,1,5.083333,2.465224,.0935452,.8914081,.8010744,1.203717,.2827018,-.6432742
2668,0,0,0,3202,0,1,3,1.552212,.9022695,-.1622635,.2849715,1.09337,.0163846,.7888345
2669,0,0,1,3205,1,1,5.916667,2.181062,.2957263,.9450853,1.007516,.431289,.5490189,.3058536
2670,0,0,1,3208,1,1,5.25,2.47636,1.667297,.0484708,1.420398,.3209422,1.34797,.6783431
2672,0,0,1,3212,1,1,5.583333,2.596336,1.306632,.2592051,.8010744,.5416358,.815336,.3468689
2673,0,0,0,3202,1,1,7.583333,2.663399,.8291224,-.2676307,-.0246902,-.3411387,.0163846,1.2308
2674,0,0,1,3205,0,1,5.75,1.568017,-.4031622,.3126106,.0308714,.1002486,-.2499325,.6783431
2680,0,0,1,3212,0,1,3.75,1.811187,1.710994,1.312877,1.317177,.9830231,1.34797,1.451783
2683,1,0,0,3202,0,1,2.75,2.228081,-.2097264,1.312877,1.373903,.9830231,.5490189,-.0950966
2685,0,0,1,3208,0,1,1.75,1.756265,.1043074,.4699395,-.1279108,.1002486,.815336,-.462339
2691,0,0,1,3203,1,1,13,1.794497,-.8162696,.4699395,-.6440136,.1002486,-.7825667,-.0950966
2693,0,0,0,3212,0,1,5.75,2.393595,.2957263,.153838,-.0246902,-1.33426,-.2499325,.2363776
2698,0,0,1,3205,1,1,5.666667,3.536343,.5989979,-1.296613,.4635329,-.5457495,1.34797,.4573603
2701,0,0,0,3210,0,1,6.166667,2.417783,.7000884,.786041,.8010744,.7623295,1.34797,1.2308
2703,0,0,0,3203,1,1,6,2.366771,.0935452,-1.215935,.8010744,.1002486,-.2135829,.6783431
2709,0,0,1,3206,1,1,5.083333,2.621614,1.710994,1.252667,1.626839,1.203717,1.34797,1.451783
2715,0,0,0,3210,0,1,2.916667,1.704542,-1.306913,-.478365,-1.572999,-2.241724,-1.581518,-2.795768
2717,1,0,1,3201,0,1,6.666667,1.552212,-.9173601,-.6890993,-1.249383,-2.423526,-1.847835,-2.00425
2724,1,0,1,3205,0,1,3.416667,1.785339,-.7292075,.0484708,-1.160117,-.5618324,-1.847835,-.9790277
2727,0,1,0,3211,1,1,8.666667,1.94282,.8291224,-.1622635,-.4375725,-.1204451,.815336,.3468689
2730,0,0,0,3207,1,1,6.666667,2.171321,1.609903,1.034428,1.317177,1.09337,.815336,.7888345
2731,0,0,0,3204,1,1,6.166667,3.340686,1.812084,1.312877,1.420398,1.09337,1.081653,1.2308
2733,0,0,0,3206,0,1,1.833333,1.502598,.9413188,.0484708,.5946333,1.203717,.815336,.4573603
2737,0,0,0,3207,1,1,10.16667,2.410488,.0935452,1.252667,1.007516,1.203717,1.34797,.8993259
2738,0,0,0,3202,1,1,8.333333,2.602774,.9022695,.3645723,.2849715,-.2644852,.815336,1.009817
2739,0,0,1,3210,0,1,6.916667,2.893414,.2957263,.7253085,-.4375725,.7099326,.0163846,-.0950966
2740,0,0,1,3202,0,1,2.5,1.87824,-.512998,.2592051,-.9536754,-.5618324,-1.004498,-1.420993
2741,0,0,0,3210,0,1,3.916667,3.80034,.4979073,.8914081,-.4247392,1.09337,-1.004498,-.5370622
2742,0,0,0,3211,0,1,2.916667,2.355914,.1946357,-.5837322,-.4375725,-.20105,.2827018,.4573603
2743,0,0,0,3211,0,1,2.25,2.618279,-.6140885,-.3729979,.181751,-.782526,-1.581518,-.1303965
2744,0,0,1,3208,0,1,8.916667,1.862366,-1.321722,.4699395,-1.263337,-1.113567,.2827018,-.0950966
2746,0,1,1,3201,0,1,2.333333,2.277736,-.2097264,.0484708,.4914127,-.1204451,.0163846,.3468689
2749,0,0,1,3206,0,1,1.666667,2.150048,-.9848635,.8914081,-1.160117,.6519827,.5490189,.6783431
2750,0,0,1,3212,1,1,5.833333,2.21112,-.8162696,-.3729979,.4914127,1.09337,.5490189,.3468689
2752,0,0,0,3204,0,1,1.25,1.456901,-.1086359,-1.708851,-1.160117,-1.665301,-.5162496,.0266794
2759,0,0,0,3212,0,0,1.083333,1.38833,-1.321722,.3645723,-1.357036,.5416358,-1.581518,.0153948
2762,0,0,0,3208,0,1,12.41667,2.08551,-.6140885,-.1622635,.2174807,.7099326,.2827018,.3058536
2766,0,0,0,3207,0,0,.6666667,1.579385,-1.726084,-.6890993,-1.469778,-1.440562,-1.048884,-.758045
2767,0,0,1,3204,0,1,1.166667,2.149548,-.5486919,-.1622635,.2849715,.226687,.0163846,-.4265708
2768,0,0,1,3201,1,1,8.833333,2.610556,1.10445,1.312877,1.110736,1.203717,1.34797,1.009817
2775,0,0,0,3203,0,1,6.75,1.881742,.7000884,.4699395,.8010744,.5416358,1.081653,1.2308
2777,0,0,1,3206,1,1,9.333333,2.267832,.6852139,.0484708,.2174807,.1002486,.815336,1.009817
2779,0,0,0,3203,1,1,6.25,2.049123,1.00336,-1.022809,.8010744,.2105954,1.081653,1.341291
2781,0,0,1,3208,0,1,3.166667,2.132902,-.6140885,.0484708,-.1279108,.7099326,.2827018,.4573603
2784,0,0,1,3207,0,1,3.083333,2.159504,-.2097264,.0484708,-.9536754,-1.33426,.0163846,.6783431
2787,0,0,1,3209,0,1,4.833333,1.456901,1.812084,1.034428,1.317177,1.09337,1.34797,.7888345
2788,0,0,0,3204,0,1,2.416667,2.059662,.9022695,.6806738,1.317177,-.782526,.815336,.8993259
2791,0,0,0,3201,1,1,5.916667,2.499148,1.407722,1.312877,.9347532,1.09337,.5490189,.954156
2798,0,0,0,3201,0,1,1.916667,2.116133,-.1086359,-2.760919,-1.263337,-1.113567,-.7825667,-.205588
2806,0,0,1,3210,1,1,8.5,2.438416,-.2942341,-.2676307,.5946333,.431289,-.2499325,-.2894487
2809,1,0,1,3206,0,1,3.083333,1.784765,.1946357,-1.126648,-1.160117,-.2307919,-.7461132,-.6475536
2810,1,0,0,3208,0,0,2.25,2.150119,-.512998,-1.708851,-.9536754,-1.732707,-.5162496,-1.494152
2813,1,0,0,3203,0,1,1.833333,2.228081,.2957263,.0484708,.181751,-1.00322,1.34797,.3468689
2828,1,0,1,3211,0,1,4.166667,1.856358,-.2097264,1.589068,.4635329,.5786229,.2827018,-.205588
2833,0,0,0,3206,1,1,9.916667,1.646638,1.306632,-.6890993,.2849715,-.5457495,.815336,.8993259
2854,0,0,0,3203,0,1,.5,2.365865,-.9173601,.153838,-1.160117,-.6721792,.815336,1.053068
2862,0,0,0,3212,0,1,1.166667,2.748497,.7000884,-.1622635,-.0246902,1.203717,.0163846,1.009817
2866,0,0,0,3210,0,1,3.166667,1.751062,-.2097264,-.007122,-.8504548,-.5457495,.2827018,-.1303965
2871,0,0,0,3203,1,1,9.666667,2.990538,.1946357,1.034428,-.4375725,.9830231,.5490189,.7888345
2874,0,0,0,3205,1,1,7.75,2.983175,1.812084,2.264454,1.626839,1.203717,1.34797,1.451783
2876,0,0,0,3203,1,1,9.916667,2.194544,1.710994,.153838,1.626839,-.0100983,1.34797,1.341291
2877,0,0,1,3210,1,1,6.5,2.699788,.5506939,.9967753,1.007516,.5416358,1.34797,.5017526
2883,0,0,0,3201,1,1,8.083333,2.276005,.4979073,-1.005201,1.007516,.4671518,.0163846,.6783431
2900,0,0,0,3212,1,1,6.75,2.668972,1.609903,-.1622635,.181751,-.1204451,.5490189,.2363776
2902,0,0,1,3204,0,1,4.666667,1.825566,.2957263,.786041,-.0246902,-.4514855,.2827018,1.2308
2904,0,0,0,3202,0,1,1.166667,1.719266,-.512998,-.7944665,-1.263337,-1.563294,-1.315201,-.8043188
2905,0,0,1,3203,1,1,12.58333,2.528859,1.812084,2.264454,1.420398,1.203717,1.34797,1.451783
2907,0,0,0,3207,0,1,4.083333,2.555514,.2364881,.3645723,.5719132,-.3411387,.2827018,1.341291
2910,1,0,0,3209,0,1,2.75,3.471804,1.710994,.2592051,1.626839,.1002486,1.081653,.8993259
2912,0,0,1,3209,0,1,3.416667,1.776096,-.3108169,.0484708,-.1279108,-.2644852,.1149735,-.758045
2914,0,0,1,3206,1,1,5.833333,1.639223,.9022695,.153838,-.2265091,-.0100983,.0163846,.3468689
2915,1,0,0,3212,0,1,2.833333,1.719266,.6852139,.0484708,.181751,-.2644852,.0163846,.4573603
2916,0,0,0,3202,0,1,3.833333,1.774628,-.1086359,1.312877,-.0246902,.7623295,.815336,1.009817
2922,0,0,1,3205,0,1,3,2.280328,1.00336,.6806738,-.4247392,-.7028038,.2827018,.4573603
2930,0,0,0,3205,0,1,4.083333,1.579385,.346973,.153838,-.4247392,-.0100983,-.2499325,.0153948
2934,0,0,1,3203,0,1,4.416667,1.404555,-.2097264,-.3729979,-.8504548,.0833853,-.2499325,-.758045
2942,0,0,1,3205,1,1,10.58333,2.690045,1.407722,.3645723,1.420398,1.203717,.815336,.7888345
2945,0,0,0,3205,1,1,8.25,2.702784,1.667297,.153838,1.110736,-.0221957,1.081653,.954156
2950,0,0,0,3209,1,1,4.333333,2.934407,.1946357,-.7944665,.5946333,.5416358,.815336,.7888345
2951,0,0,0,3202,1,1,9.833333,2.779088,1.00336,-.478365,.4914127,.431289,.5490189,.6783431
2953,1,0,1,3203,0,1,6.916667,1.600892,-.9173601,-2.90181,-.6440136,.3209422,-.2499325,-.6475536
2976,0,0,0,3202,1,1,5.916667,1.928203,.9413188,1.034428,1.110736,1.09337,.2827018,.6783431
2977,0,0,0,3201,0,1,3.25,2.098755,.4979073,-.5837322,-.9536754,-.0100983,-.5162496,-.9790277
2979,0,0,0,3207,1,1,5.583333,3.219479,1.609903,1.312877,1.317177,.8726763,1.081653,.4573603
2980,0,0,0,3210,0,1,7.5,1.456901,1.040917,.0484708,.4635329,.431289,.2827018,.4573603
2983,0,0,0,3202,1,1,7.666667,2.065035,-1.018451,.0484708,.181751,.3209422,.1149735,.0153948
2984,0,0,0,3206,1,1,6.916667,2.516426,-.2097264,.6806738,.181751,.6519827,.2827018,.6783431
2985,0,0,1,3212,1,1,8.333333,2.067165,.4979073,-.7944665,.5946333,.9830231,.5490189,.7888345
2986,0,0,1,3207,1,1,5.833333,2.220507,1.609903,1.724347,1.007516,1.203717,1.34797,1.451783
2988,0,0,0,3210,0,1,2.083333,2.114097,.8291224,.0484708,1.007516,.8396902,.815336,.0266794
2989,0,0,1,3208,1,1,6,2.205091,-.2942341,-.0568964,.2849715,-.782526,.5490189,-.5370622
2990,0,0,0,3205,0,1,7.5,1.738987,.5989979,-.3729979,.8010744,.5786229,1.34797,1.341291
2992,0,0,0,3204,1,1,6,2.852651,1.609903,.5846285,1.110736,.3209422,1.34797,1.053068
2995,0,0,0,3203,1,1,7.166667,2.86682,1.609903,.3645723,1.317177,.2105954,.815336,.7888345
2997,0,0,1,3205,1,1,9.416667,2.555514,1.407722,1.429891,.9347532,1.203717,1.34797,1.341291
2998,0,0,1,3202,0,1,5.333333,1.726928,-.6140885,-.5837322,-.2265091,.4671518,.2827018,-.1303965
3004,0,0,0,3203,0,1,6,1.579385,1.812084,1.946647,1.626839,1.203717,.5490189,.6783431
3006,0,0,1,3203,1,1,9.833333,1.74208,-.4031622,.0484708,-.4375725,-.8479859,.2827018,.3058536
3009,0,0,1,3204,1,1,9.25,2.293283,.2957263,.3645723,.4914127,.8726763,1.34797,.4573603
3012,0,0,1,3212,0,1,6.416667,1.845089,.7000884,-.9264082,.181751,.431289,1.081653,.7888345
3014,0,0,1,3204,0,1,6.75,1.418161,.032704,.0484708,-.6440136,.1002486,-1.048884,.6783431
3015,0,0,0,3204,0,1,4.916667,2.643196,-.2097264,.0484708,.8010744,-1.00322,.5490189,.6783431
3022,0,0,1,3208,1,1,5.75,2.708822,1.407722,1.523611,1.420398,1.203717,1.34797,1.341291
3023,0,0,1,3204,0,1,4.583333,3.10479,.4979073,-1.126648,.2849715,.9830231,.5490189,.0153948
3024,0,0,0,3205,1,1,7.166667,2.523799,-.8162696,.0484708,.2849715,-1.794757,-1.569847,-.5370622
3025,0,0,1,3207,0,1,4.083333,1.729304,.4979073,.9967753,1.110736,1.09337,1.081653,.3468689
3026,0,0,1,3203,0,1,1.916667,2.41305,-1.321722,.3126106,-1.469778,-.5457495,-.2499325,-.758045
3029,0,0,1,3202,0,1,1.583333,1.481594,-.512998,.2592051,-.6440136,-.1204451,.2827018,.0153948
3031,0,0,1,3212,1,1,6.916667,2.203695,-.3108169,.3645723,.4914127,.6519827,.5490189,.3468689
3032,0,0,0,3205,0,1,1.75,2.874708,.1043074,.4699395,.2849715,.5416358,.5490189,.2363776
3039,0,0,1,3202,0,1,4.833333,1.870106,1.407722,1.523611,.8010744,1.09337,.2827018,.4573603
3046,1,0,1,3207,0,1,3.416667,1.775355,-1.422813,-.2676307,-1.249383,.5786229,-.2499325,-.6475536
3047,0,0,1,3207,1,1,11.41667,2.395135,1.306632,1.252667,1.110736,-.6721792,1.34797,.7888345
3051,0,0,1,3210,1,1,6.583333,2.052644,.9413188,.3645723,1.317177,.9441569,1.081653,.6783431
3053,0,0,0,3212,0,1,1.333333,2.228081,.032704,.2592051,-.0246902,-.5618324,.815336,.7888345
3055,0,0,0,3204,0,1,2.75,1.794497,-.3108169,-1.708851,-.0246902,-2.053932,-1.048884,.3468689
3059,0,0,0,3205,1,1,8.5,2.653051,1.667297,.7253085,1.317177,1.203717,.2827018,.4573603
3065,0,0,0,3206,0,1,2.583333,1.552212,-1.16983,-2.475602,-2.089102,-2.679269,-1.941432,-.5370622
3066,0,0,1,3211,1,1,8,2.202297,-1.704297,.1427471,-1.160117,-.6721792,.0163846,.5017526
3067,0,0,1,3202,1,1,6.333333,2.588304,-.3108169,-.0568964,1.090573,-.1204451,.815336,.3468689
3068,0,0,0,3206,1,1,8,2.355914,.2957263,-.7944665,.2849715,-.4514855,.5490189,-.5370622
3074,0,0,0,3210,1,1,7.5,2.694955,.1946357,-.3729979,1.090573,.2105954,.5490189,.6783431
3076,0,1,0,3205,1,1,10.91667,2.797776,1.609903,-.007122,1.317177,-.7028038,1.081653,.3468689
3079,0,0,1,3209,1,1,9.5,2.451224,.0935452,.4164813,.8010744,-.782526,1.081653,.4573603
3080,0,0,0,3202,0,1,7.75,2.064492,-1.220632,-1.972746,-1.584559,-1.159282,-1.315201,-1.90282
3084,0,0,0,3212,1,1,9.25,4.133461,1.609903,-.478365,1.626839,.9441569,1.34797,1.451783
3087,0,0,1,3201,1,1,5.916667,2.164754,.2957263,.2592051,-.1279108,-.7028038,1.081653,.6783431
3093,0,0,1,3208,0,1,7.333333,2.000381,-.1086359,1.20751,-.4375725,-.3411387,.5490189,-.4265708
3097,0,0,0,3202,0,1,2.25,2.420839,-1.220632,-.1622635,-.1279108,.3209422,.5490189,-.205588
3099,0,0,1,3201,1,1,6.166667,2.865379,.4979073,1.372266,.0308714,-.1204451,.5490189,.4573603
3128,0,0,0,3208,1,1,9.166667,1.635048,-.2097264,.3645723,.181751,.4671518,.0163846,.7888345
3132,0,0,1,3204,1,1,5.75,2.477552,.2957263,.8914081,1.110736,1.09337,.815336,.4573603
3145,0,0,0,3206,1,1,6.5,3.040424,1.407722,.0484708,1.110736,.5416358,1.34797,1.451783
3146,0,0,0,3209,0,1,5.166667,3.727704,1.667297,-1.463883,1.110736,-.5457495,.815336,.4573603
3147,0,1,0,3207,0,1,5.166667,1.621945,1.609903,.0484708,1.420398,.0833853,1.34797,1.2308
3148,0,0,1,3205,1,1,7.333333,2.496471,1.10445,-.6890993,.4914127,1.203717,1.081653,.4573603
3149,0,0,0,3206,0,1,2.333333,1.805655,.8291224,-.3729979,-.3343519,-.1204451,.0163846,.4573603
3159,0,0,1,3212,1,1,9.416667,2.099282,1.667297,1.372266,1.317177,1.203717,.815336,.954156
3161,0,0,1,3206,1,1,6.833333,2.254409,.6852139,.5846285,1.144946,.2105954,.2827018,.8993259
3163,0,0,0,3208,0,1,1.833333,2.790322,1.00336,-.1622635,.0308714,-.7028038,.815336,.2363776
3166,0,0,1,3204,1,1,6.916667,2.005601,1.040917,.4699395,1.144946,.431289,.815336,1.009817
3172,0,1,0,3205,0,1,2.333333,2.307564,-1.422813,-1.708851,-1.572999,-2.679269,-2.114152,-2.113522
3173,0,0,0,3211,0,0,1,1.957677,-.4031622,.0484708,-.9536754,-1.251821,-.7825667,-.8043188
3175,0,0,1,3206,1,1,5,2.435791,.2957263,1.20751,1.110736,-.0100983,.5490189,.8993259
3180,0,0,1,3206,1,1,8.333333,1.672013,1.609903,1.523611,1.626839,1.203717,1.081653,.2363776
3181,0,0,0,3210,1,1,7.833333,2.334077,1.306632,-.2676307,1.317177,-.6721792,.5490189,.6783431
3186,0,0,1,3212,1,1,5.666667,2.150048,.1946357,-2.145551,-.2265091,-1.440562,.2827018,.0266794
3189,0,0,1,3210,1,1,8.583333,3.258116,1.10445,-.6890993,1.420398,.8726763,1.081653,.7888345
3192,0,0,1,3202,1,1,8.166667,2.198839,-1.018451,-.1622635,-1.572999,-1.223913,.0163846,.6783431
3194,0,0,0,3204,1,1,9.583333,4.039495,1.710994,.2592051,1.317177,.3209422,.815336,.6783431
3197,0,0,0,3202,1,1,8.583333,3.013571,1.407722,-.1622635,1.420398,.5416358,1.081653,.7755756
3200,0,0,1,3210,0,1,4.083333,1.716184,-1.220632,-.6937723,-1.116618,-1.794757,.0163846,-.8043188
3211,0,0,1,3207,1,1,8.583333,2.393595,.1946357,.4699395,-.8504548,.1002486,1.34797,-.5370622
3216,0,0,0,3208,1,1,6.583333,2.880973,1.306632,.6806738,1.317177,1.203717,1.081653,.4573603
3222,0,0,0,3212,0,1,2.5,3.055278,1.710994,.6806738,1.090573,1.09337,1.081653,.7888345
3223,0,0,1,3206,0,1,5.083333,1.534934,1.609903,1.034428,1.317177,.6519827,1.34797,1.053068
3225,0,0,1,3201,0,1,5.416667,1.719266,-.7292075,.4699395,-1.263337,-.4514855,-.7825667,-.758045
3227,0,1,1,3201,0,1,2.166667,1.719266,1.306632,.3645723,.181751,-.2644852,-.5162496,.3058536
3229,0,0,1,3202,0,1,8.75,1.936756,-.4031622,.153838,-.1279108,-.2644852,.2827018,-.4265708
3233,0,0,1,3203,0,1,2.083333,2.737835,.7000884,1.589068,-.1279108,.5416358,.5490189,.2363776
3235,0,0,1,3210,1,1,8.666667,1.887384,1.407722,-.1622635,.2849715,.9441569,1.081653,1.009817
3237,0,0,1,3212,1,1,8.5,2.631423,.4979073,1.523611,1.144946,1.09337,1.081653,.6783431
3238,0,0,1,3204,1,1,6.5,1.840802,-.9173601,-.1622635,-.8504548,-.1204451,.0163846,.0153948
3239,0,0,1,3202,1,1,5.416667,2.144699,1.407722,1.312877,.8010744,.7623295,.815336,1.009817
3240,0,0,1,3207,0,1,.75,2.738997,-.9848635,.0484708,-1.116618,-1.440562,-.4847125,.0153948
3242,0,0,1,3212,0,1,7.416667,2.07249,.7000884,-.1622635,-.0632254,.9830231,.815336,.3468689
3247,0,0,0,3206,0,1,8.083333,1.481594,-.2942341,.4699395,-.6440136,-1.665301,.0163846,.4573603
3250,0,0,1,3206,0,1,4.166667,1.492269,.4979073,-.3729979,1.110736,.1002486,.2827018,.6783431
3251,0,1,1,3206,0,1,2.25,1.760982,1.306632,-.0568964,1.090573,1.09337,1.34797,.6783431
3254,0,0,1,3208,0,1,2.166667,2.255309,-1.018451,.6806738,-.4375725,.1002486,-1.048884,-.9790277
3258,0,0,0,3206,0,1,4.75,1.710768,-.2097264,.6806738,.2849715,-.20105,.5490189,.4573603
