scuid,ratio,dist,crime,income,moved,scennum,altnum,wave,mvcost,family,norms,homecost,size,taxes,schqual,withincitymove,copyhome,blkscen
2557009,0,1,0,-.2006707,0,1,3,1,0,0,0,0,0,-5,0,0,0,45
2557009,6.906755,-1.5,0,0,-1,2,1,1,0,0,0,0,0,5,0,0,0,46
2557009,0,4,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,46
2557009,6.906755,-2.5,0,-.1397619,-1,3,1,1,0,0,0,0,0,-10,0,0,0,47
2557009,0,.5,0,-.0909718,0,3,3,1,0,0,0,0,0,-10,0,0,0,47
2557009,6.906755,-5.5,0,-.0953102,-1,4,1,1,0,0,0,0,0,5,0,0,0,48
2557009,0,-4.5,0,0,0,4,3,1,0,0,0,0,0,10,0,0,0,48
2570097,1.252763,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
2570097,-.6931472,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
2570097,1.94591,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
2570097,.6931472,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
2570097,.6931472,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
2570097,-1.098612,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
2570097,.2231435,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
2570097,-1.386294,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
2570097,2.079442,-5,0,-.1823216,-1,1,1,1,-10,0,0,0,0,0,0,0,0,29
2570097,0,5,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,29
2570097,2.079442,-5,0,0,-1,2,1,1,-15,0,0,0,0,0,0,0,0,30
2570097,0,5,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,30
2570097,2.079442,-5,0,-.1397619,-1,3,1,1,-15,0,0,0,0,0,0,0,0,31
2570097,0,-2,0,-.0909718,0,3,3,1,-5,0,0,0,0,0,0,0,0,31
2570097,2.079442,-5,0,-.2623643,-1,4,1,1,-30,0,0,0,0,0,0,0,0,32
2570097,0,5,0,-.1670541,0,4,3,1,-20,0,0,0,0,0,0,0,0,32
2570097,.6931472,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
2570097,-1.098612,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
2570097,.4054651,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
2570097,-5.991465,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
2570097,.6931472,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
2570097,-1.098612,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
2570097,.2231435,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
2570097,-1.386294,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
2570097,1.029619,-2.5,0,-.076961,-1,1,1,1,-2,0,0,0,.5,0,0,0,0,41
2570097,-1.609438,0,0,-.1603426,0,1,3,1,8,0,0,0,1.5,0,0,0,0,41
2570097,1.540445,-2.5,0,-.0198026,-1,2,1,1,-2,0,0,0,.5,0,0,0,0,42
2570097,0,0,0,.0935261,0,2,3,1,8,0,0,0,0,0,0,0,0,42
2570097,1.098612,-2.5,0,-.0953102,-1,3,1,1,-15,0,0,0,-1,0,0,0,0,43
2570097,0,0,0,0,0,3,3,1,-11,0,0,0,-.5,0,0,0,0,43
2570097,1.540445,-2.5,0,-.076961,-1,4,1,1,-6,0,0,0,.2,0,0,0,0,44
2570097,0,0,0,-.1603426,0,4,3,1,0,0,0,0,.3,0,0,0,0,44
2597011,4.553877,-5,-.6931472,-.3364722,-1,1,1,2,0,0,0,0,0,0,0,0,0,1
2597011,1.386294,5,-1.386294,-.1541507,0,1,3,2,0,0,0,0,0,0,0,0,0,1
2597011,1.791759,-5,0,-.0953102,-1,2,1,2,0,0,0,0,0,0,0,0,0,2
2597011,1.098612,0,-.6931472,-.0953102,0,2,3,2,0,0,0,0,0,0,0,0,0,2
2597011,0,-5,.6931472,-.1335314,-1,3,1,2,0,0,0,0,0,0,0,0,0,3
2597011,-6.214608,5,1.386294,.3184537,0,3,3,2,0,0,0,0,0,0,0,0,0,3
2597011,-1.791759,-5,.6931472,-.5108256,-1,4,1,2,0,0,0,0,0,0,0,0,0,4
2597011,-.6931472,5,0,.0953102,0,4,3,2,0,0,0,0,0,0,0,0,0,4
2597011,-1.252763,-5,0,-.1397619,-1,1,1,2,0,0,0,0,0,0,1,0,0,5
2597011,-1.94591,5,0,0,0,1,3,2,0,0,0,0,0,0,-1,0,0,5
2597011,-.2231435,-5,0,-.0487902,-1,2,1,2,0,0,0,0,0,0,2,0,0,6
2597011,-1.609438,5,0,.0909718,0,2,3,2,0,0,0,0,0,0,0,0,0,6
2597011,-.6931472,-5,0,-.1397619,-1,3,1,2,0,0,0,0,0,0,2,0,0,7
2597011,-1.791759,-2,0,-.0909718,0,3,3,2,0,0,0,0,0,0,1,0,0,7
2597011,-1.386294,-5,0,-.2623643,-1,4,1,2,0,0,0,0,0,0,2,0,0,8
2597011,-6.684612,5,0,-.0800427,0,4,3,2,0,0,0,0,0,0,2,0,0,8
2597011,2.484907,-5,0,-.0953102,-1,1,1,2,0,0,-1,-.1823216,0,0,0,0,0,13
2597011,1.94591,0,0,0,0,1,3,2,0,0,-1,-.2876821,0,0,0,0,0,13
2597011,2.302585,-5,0,-.0953102,-1,2,1,2,0,0,1,-.0953102,0,0,0,0,0,14
2597011,2.197225,5,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,14
2597011,.8472978,-6,0,-.0953102,-1,3,1,2,0,0,-1,.2231435,0,0,0,0,0,15
2597011,-5.703783,-1,0,0,0,3,3,2,0,0,-2,.2231435,0,0,0,0,0,15
2597011,6.39693,-5,0,-.0953102,-1,4,1,2,0,0,1,.2231435,0,0,0,0,0,16
2597011,5.991465,-2,0,0,0,4,3,2,0,0,2,.3184537,0,0,0,0,0,16
2597011,5.703783,-.002,0,-.0487902,-1,1,1,2,0,0,0,0,0,0,0,-1,-1,21
2597011,6.55108,1.998,0,.0909718,0,1,3,2,0,0,0,0,0,0,0,-1,-1,21
2597011,5.703783,-2,0,-.2231435,-1,2,1,2,0,0,0,0,0,0,0,0,-1,22
2597011,6.55108,0,0,.1823216,0,2,3,2,0,0,0,0,0,0,0,0,-1,22
2597011,5.703783,-.002,0,-.2231435,-1,3,1,2,0,0,0,0,0,0,0,-1,0,23
2597011,6.55108,1.998,0,0,0,3,3,2,0,0,0,0,0,0,0,-1,1,23
2597011,0,-.002,0,-.0953102,-1,4,1,2,0,0,0,0,0,0,0,-1,0,24
2597011,6.906755,1.998,0,.597837,0,4,3,2,0,0,0,0,0,0,0,-1,0,24
2700990,0,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
2700990,.2876821,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
2700990,-.6931472,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
2700990,0,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
2700990,.2231435,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
2700990,-1.386294,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
2700990,2.079442,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
2700990,0,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
2700990,2.079442,-5,0,-.1823216,-1,1,1,1,-10,0,0,0,0,0,0,0,0,29
2700990,0,5,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,29
2700990,1.609438,-5,0,0,-1,2,1,1,-15,0,0,0,0,0,0,0,0,30
2700990,-.4054651,5,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,30
2700990,1.609438,-5,0,-.1397619,-1,3,1,1,-15,0,0,0,0,0,0,0,0,31
2700990,-.4054651,-2,0,-.0909718,0,3,3,1,-5,0,0,0,0,0,0,0,0,31
2700990,2.079442,-5,0,-.2623643,-1,4,1,1,-30,0,0,0,0,0,0,0,0,32
2700990,0,5,0,-.1670541,0,4,3,1,-20,0,0,0,0,0,0,0,0,32
2700990,1.466337,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
2700990,.2876821,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
2700990,2.079442,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
2700990,0,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
2700990,2.079442,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
2700990,0,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
2700990,1.609438,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
2700990,-.4054651,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
2700990,1.321756,-2.5,0,-.076961,-1,1,1,1,-2,0,0,0,.5,0,0,0,0,41
2700990,-1.386294,0,0,-.1603426,0,1,3,1,8,0,0,0,1.5,0,0,0,0,41
2700990,2.079442,-2.5,0,-.0198026,-1,2,1,1,-2,0,0,0,.5,0,0,0,0,42
2700990,0,0,0,.0935261,0,2,3,1,8,0,0,0,0,0,0,0,0,42
2700990,1.321756,-2.5,0,-.0953102,-1,3,1,1,-15,0,0,0,-1,0,0,0,0,43
2700990,-1.386294,0,0,0,0,3,3,1,-11,0,0,0,-.5,0,0,0,0,43
2700990,1.252763,-2.5,0,-.076961,-1,4,1,1,-6,0,0,0,.2,0,0,0,0,44
2700990,-.6931472,0,0,-.1603426,0,4,3,1,0,0,0,0,.3,0,0,0,0,44
2701079,-6.906755,-10,0,-.3566749,-1,1,1,2,0,-1,0,0,0,0,0,0,0,9
2701079,-6.906755,0,0,.2623643,0,1,3,2,0,-1,0,0,0,0,0,0,0,9
2701079,-6.906755,-5,0,-1.272966,-1,2,1,2,0,0,0,0,0,0,0,0,0,10
2701079,-6.906755,-4,0,-.4462871,0,2,3,2,0,-1,0,0,0,0,0,0,0,10
2701079,-6.906755,-2.5,0,-.4248832,-1,3,1,2,0,-1,0,0,0,0,0,0,0,11
2701079,-6.906755,-2,0,-.6190392,0,3,3,2,0,0,0,0,0,0,0,0,0,11
2701079,-6.906755,-3.5,0,-.597837,-1,4,1,2,0,0,0,0,0,0,0,0,0,12
2701079,-6.906755,1.5,0,1.098612,0,4,3,2,0,-1,0,0,0,0,0,0,0,12
2701079,6.906755,-5,0,-.0953102,-1,1,1,2,0,0,-1,-.1823216,0,0,0,0,0,13
2701079,0,0,0,0,0,1,3,2,0,0,-1,-.2876821,0,0,0,0,0,13
2701079,6.906755,-5,0,-.0953102,-1,2,1,2,0,0,1,-.0953102,0,0,0,0,0,14
2701079,0,5,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,14
2701079,6.906755,-6,0,-.0953102,-1,3,1,2,0,0,-1,.2231435,0,0,0,0,0,15
2701079,0,-1,0,0,0,3,3,2,0,0,-2,.2231435,0,0,0,0,0,15
2701079,6.906755,-5,0,-.0953102,-1,4,1,2,0,0,1,.2231435,0,0,0,0,0,16
2701079,0,-2,0,0,0,4,3,2,0,0,2,.3184537,0,0,0,0,0,16
2701079,6.906755,-5,0,-.0953102,-1,1,1,2,0,0,0,.1053605,0,0,1,0,0,17
2701079,0,0,0,0,0,1,3,2,0,0,0,.0540672,0,0,1,0,0,17
2701079,6.906755,-5,0,-.0953102,-1,2,1,2,0,0,0,.0512933,0,0,1,0,0,18
2701079,0,5,0,0,0,2,3,2,0,0,0,-.1112256,0,0,0,0,0,18
2701079,6.906755,-6,0,-.0953102,-1,3,1,2,0,0,0,.2231435,0,0,1,0,0,19
2701079,0,-1,0,0,0,3,3,2,0,0,0,.3184537,0,0,0,0,0,19
2701079,6.906755,-5,0,-.0953102,-1,4,1,2,0,0,0,.5108256,0,0,1,0,0,20
2701079,0,-2,0,0,0,4,3,2,0,0,0,.2876821,0,0,0,0,0,20
2701079,6.906755,-.002,0,-.0487902,-1,1,1,2,0,0,0,0,0,0,0,-1,-1,21
2701079,0,1.998,0,.0909718,0,1,3,2,0,0,0,0,0,0,0,-1,-1,21
2701079,6.906755,-2,0,-.2231435,-1,2,1,2,0,0,0,0,0,0,0,0,-1,22
2701079,0,0,0,.1823216,0,2,3,2,0,0,0,0,0,0,0,0,-1,22
2701079,6.906755,-.002,0,-.2231435,-1,3,1,2,0,0,0,0,0,0,0,-1,0,23
2701079,0,1.998,0,0,0,3,3,2,0,0,0,0,0,0,0,-1,1,23
2701079,6.906755,-.002,0,-.0953102,-1,4,1,2,0,0,0,0,0,0,0,-1,0,24
2701079,0,1.998,0,.597837,0,4,3,2,0,0,0,0,0,0,0,-1,0,24
2701084,-2.079442,-10,0,-.3566749,-1,1,1,2,0,-1,0,0,0,0,0,0,0,9
2701084,-2.079442,0,0,.2623643,0,1,3,2,0,-1,0,0,0,0,0,0,0,9
2701084,0,-5,0,-1.272966,-1,2,1,2,0,0,0,0,0,0,0,0,0,10
2701084,-6.214608,-4,0,-.4462871,0,2,3,2,0,-1,0,0,0,0,0,0,0,10
2701084,-.9162907,-2.5,0,-.4248832,-1,3,1,2,0,-1,0,0,0,0,0,0,0,11
2701084,-.5108256,-2,0,-.6190392,0,3,3,2,0,0,0,0,0,0,0,0,0,11
2701084,-1.94591,-3.5,0,-.597837,-1,4,1,2,0,0,0,0,0,0,0,0,0,12
2701084,-1.252763,1.5,0,1.098612,0,4,3,2,0,-1,0,0,0,0,0,0,0,12
2701084,1.386294,-5,0,-.0953102,-1,1,1,2,0,0,-1,-.1823216,0,0,0,0,0,13
2701084,1.609438,0,0,0,0,1,3,2,0,0,-1,-.2876821,0,0,0,0,0,13
2701084,6.906755,-5,0,-.0953102,-1,2,1,2,0,0,1,-.0953102,0,0,0,0,0,14
2701084,0,5,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,14
2701084,6.906755,-6,0,-.0953102,-1,3,1,2,0,0,-1,.2231435,0,0,0,0,0,15
2701084,0,-1,0,0,0,3,3,2,0,0,-2,.2231435,0,0,0,0,0,15
2701084,6.906755,-5,0,-.0953102,-1,4,1,2,0,0,1,.2231435,0,0,0,0,0,16
2701084,0,-2,0,0,0,4,3,2,0,0,2,.3184537,0,0,0,0,0,16
2701084,6.214608,-5,0,-.0953102,-1,1,1,2,0,0,0,-.0953102,0,0,-1,0,0,17
2701084,6.214608,0,0,0,0,1,3,2,0,0,0,-.1466035,0,0,-1,0,0,17
2701084,2.70805,-5,0,-.0953102,-1,2,1,2,0,0,0,.1625189,0,0,1,0,0,18
2701084,1.386294,5,0,0,0,2,3,2,0,0,0,.2113091,0,0,2,0,0,18
2701084,2.079442,-6,0,-.0953102,-1,3,1,2,0,0,0,-.1823216,0,0,-1,0,0,19
2701084,0,-1,0,0,0,3,3,2,0,0,0,-.0870114,0,0,-2,0,0,19
2701084,-.4054651,-5,0,-.0953102,-1,4,1,2,0,0,0,.5108256,0,0,1,0,0,20
2701084,-6.39693,-2,0,0,0,4,3,2,0,0,0,.6931472,0,0,2,0,0,20
2701084,1.386294,-.002,0,-.0487902,-1,1,1,2,0,0,0,0,0,0,0,-1,-1,21
2701084,-5.298317,1.998,0,.0909718,0,1,3,2,0,0,0,0,0,0,0,-1,-1,21
2701084,1.540445,-2,0,-.2231435,-1,2,1,2,0,0,0,0,0,0,0,0,-1,22
2701084,0,0,0,.1823216,0,2,3,2,0,0,0,0,0,0,0,0,-1,22
2701084,2.079442,-.002,0,-.2231435,-1,3,1,2,0,0,0,0,0,0,0,-1,0,23
2701084,0,1.998,0,0,0,3,3,2,0,0,0,0,0,0,0,-1,1,23
2701084,1.098612,-.002,0,-.0953102,-1,4,1,2,0,0,0,0,0,0,0,-1,0,24
2701084,0,1.998,0,.597837,0,4,3,2,0,0,0,0,0,0,0,-1,0,24
3070098,2.944439,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
3070098,-3.912023,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
3070098,.7731899,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
3070098,-1.791759,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
3070098,.4519851,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
3070098,-1.252763,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
3070098,0,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
3070098,-.6931472,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
3070098,-.4519852,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
3070098,-1.704748,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
3070098,-.6190392,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
3070098,-6.476973,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
3070098,.5389965,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
3070098,-1.94591,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
3070098,.2876821,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
3070098,0,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
3070098,2.70805,-1.5,0,-.0953102,-1,1,1,1,0,0,0,0,0,-5,0,0,0,45
3070098,1.386294,1,0,-.2006707,0,1,3,1,0,0,0,0,0,-5,0,0,0,45
3070098,1.877702,-1.5,0,0,-1,2,1,1,0,0,0,0,0,5,0,0,0,46
3070098,-1.871802,4,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,46
3070098,1.673976,-2.5,0,-.1397619,-1,3,1,1,0,0,0,0,0,-10,0,0,0,47
3070098,-1.098612,.5,0,-.0909718,0,3,3,1,0,0,0,0,0,-10,0,0,0,47
3070098,2.079442,-5.5,0,-.0953102,-1,4,1,1,0,0,0,0,0,5,0,0,0,48
3070098,0,-4.5,0,0,0,4,3,1,0,0,0,0,0,10,0,0,0,48
3127009,2.639057,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
3127009,1.609438,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
3127009,1.098612,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
3127009,0,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
3127009,2.079442,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
3127009,0,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
3127009,1.098612,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
3127009,0,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
3127009,1.098612,-5,0,-.1823216,-1,1,1,1,-10,0,0,0,0,0,0,0,0,29
3127009,0,5,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,29
3127009,1.098612,-5,0,0,-1,2,1,1,-15,0,0,0,0,0,0,0,0,30
3127009,0,5,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,30
3127009,1.098612,-5,0,-.1397619,-1,3,1,1,-15,0,0,0,0,0,0,0,0,31
3127009,0,-2,0,-.0909718,0,3,3,1,-5,0,0,0,0,0,0,0,0,31
3127009,.8754688,-5,0,-.2623643,-1,4,1,1,-30,0,0,0,0,0,0,0,0,32
3127009,-.5108256,5,0,-.1670541,0,4,3,1,-20,0,0,0,0,0,0,0,0,32
3127009,1.098612,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
3127009,0,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
3127009,.8754688,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
3127009,-.5108256,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
3127009,1.098612,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
3127009,0,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
3127009,1.791759,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
3127009,1.098612,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
3127009,1.098612,-2.5,0,-.076961,-1,1,1,1,-2,0,0,0,.5,0,0,0,0,41
3127009,0,0,0,-.1603426,0,1,3,1,8,0,0,0,1.5,0,0,0,0,41
3127009,1.386294,-2.5,0,-.0198026,-1,2,1,1,-2,0,0,0,.5,0,0,0,0,42
3127009,.5108256,0,0,.0935261,0,2,3,1,8,0,0,0,0,0,0,0,0,42
3127009,1.791759,-2.5,0,-.0953102,-1,3,1,1,-15,0,0,0,-1,0,0,0,0,43
3127009,1.098612,0,0,0,0,3,3,1,-11,0,0,0,-.5,0,0,0,0,43
3127009,1.098612,-2.5,0,-.076961,-1,4,1,1,-6,0,0,0,.2,0,0,0,0,44
3127009,0,0,0,-.1603426,0,4,3,1,0,0,0,0,.3,0,0,0,0,44
3214701,6.906755,-5,-.6931472,-.3364722,-1,1,1,2,0,0,0,0,0,0,0,0,0,1
3214701,0,5,-1.386294,-.1541507,0,1,3,2,0,0,0,0,0,0,0,0,0,1
3214701,6.906755,-5,0,-.0953102,-1,2,1,2,0,0,0,0,0,0,0,0,0,2
3214701,0,0,-.6931472,-.0953102,0,2,3,2,0,0,0,0,0,0,0,0,0,2
3214701,6.906755,-5,.6931472,-.1335314,-1,3,1,2,0,0,0,0,0,0,0,0,0,3
3214701,0,5,1.386294,.3184537,0,3,3,2,0,0,0,0,0,0,0,0,0,3
3214701,6.906755,-5,.6931472,-.5108256,-1,4,1,2,0,0,0,0,0,0,0,0,0,4
3214701,0,5,0,.0953102,0,4,3,2,0,0,0,0,0,0,0,0,0,4
3214701,6.906755,-5,0,-.1397619,-1,1,1,2,0,0,0,0,0,0,1,0,0,5
3214701,0,5,0,0,0,1,3,2,0,0,0,0,0,0,-1,0,0,5
3214701,6.906755,-5,0,-.0487902,-1,2,1,2,0,0,0,0,0,0,2,0,0,6
3214701,0,5,0,.0909718,0,2,3,2,0,0,0,0,0,0,0,0,0,6
3214701,6.906755,-5,0,-.1397619,-1,3,1,2,0,0,0,0,0,0,2,0,0,7
3214701,0,-2,0,-.0909718,0,3,3,2,0,0,0,0,0,0,1,0,0,7
3214701,6.906755,-5,0,-.2623643,-1,4,1,2,0,0,0,0,0,0,2,0,0,8
3214701,0,5,0,-.0800427,0,4,3,2,0,0,0,0,0,0,2,0,0,8
3214701,6.214608,-5,0,-.0953102,-1,1,1,2,0,0,-1,-.1823216,0,0,0,0,0,13
3214701,6.214608,0,0,0,0,1,3,2,0,0,-1,-.2876821,0,0,0,0,0,13
3214701,6.906755,-5,0,-.0953102,-1,2,1,2,0,0,1,-.0953102,0,0,0,0,0,14
3214701,0,5,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,14
3214701,6.906755,-6,0,-.0953102,-1,3,1,2,0,0,-1,.2231435,0,0,0,0,0,15
3214701,0,-1,0,0,0,3,3,2,0,0,-2,.2231435,0,0,0,0,0,15
3214701,6.906755,-5,0,-.0953102,-1,4,1,2,0,0,1,.2231435,0,0,0,0,0,16
3214701,0,-2,0,0,0,4,3,2,0,0,2,.3184537,0,0,0,0,0,16
3214701,0,-.002,0,-.0487902,-1,1,1,2,0,0,0,0,0,0,0,-1,-1,21
3214701,-6.214608,1.998,0,.0909718,0,1,3,2,0,0,0,0,0,0,0,-1,-1,21
3214701,0,-2,0,-.2231435,-1,2,1,2,0,0,0,0,0,0,0,0,-1,22
3214701,6.906755,0,0,.1823216,0,2,3,2,0,0,0,0,0,0,0,0,-1,22
3214701,0,-.002,0,-.2231435,-1,3,1,2,0,0,0,0,0,0,0,-1,0,23
3214701,-6.214608,1.998,0,0,0,3,3,2,0,0,0,0,0,0,0,-1,1,23
3214701,0,-.002,0,-.0953102,-1,4,1,2,0,0,0,0,0,0,0,-1,0,24
3214701,6.906755,1.998,0,.597837,0,4,3,2,0,0,0,0,0,0,0,-1,0,24
3227009,6.214608,-5,-.6931472,-.1823216,-1,1,1,1,0,0,0,0,0,0,0,0,0,25
3227009,6.214608,5,-1.386294,-.0870114,0,1,3,1,0,0,0,0,0,0,0,0,0,25
3227009,.6931472,-5,0,-.0487902,-1,2,1,1,0,0,0,0,0,0,0,0,0,26
3227009,0,0,-.6931472,-.0487902,0,2,3,1,0,0,0,0,0,0,0,0,0,26
3227009,0,-5,.6931472,-.0571584,-1,3,1,1,0,0,0,0,0,0,0,0,0,27
3227009,-6.214608,5,1.386294,.1541507,0,3,3,1,0,0,0,0,0,0,0,0,0,27
3227009,-.1541507,-5,.6931472,-.2231435,-1,4,1,1,0,0,0,0,0,0,0,0,0,28
3227009,0,5,0,.0487902,0,4,3,1,0,0,0,0,0,0,0,0,0,28
3227009,-1.252763,-10,0,-.1053605,-1,1,1,1,0,-1,0,0,0,0,0,0,0,33
3227009,-1.94591,0,0,.0953102,0,1,3,1,0,-1,0,0,0,0,0,0,0,33
3227009,-.2231435,-5,0,-.5108256,-1,2,1,1,0,0,0,0,0,0,0,0,0,34
3227009,-1.609438,-4,0,-.2231435,0,2,3,1,0,-1,0,0,0,0,0,0,0,34
3227009,-1.098612,-2.5,0,-.1466035,-1,3,1,1,0,-1,0,0,0,0,0,0,0,35
3227009,-1.098612,-2.4,0,-.3184537,0,3,3,1,0,0,0,0,0,0,0,0,0,35
3227009,-.9162907,-3.5,0,-.1625189,-1,4,1,1,0,0,0,0,0,0,0,0,0,36
3227009,-.5108256,1.5,0,.6931472,0,4,3,1,0,-1,0,0,0,0,0,0,0,36
3227009,1.098612,-1.5,0,-.0953102,-1,1,1,1,0,0,0,0,0,-5,0,0,0,45
3227009,-5.521461,1,0,-.2006707,0,1,3,1,0,0,0,0,0,-5,0,0,0,45
3227009,.9555114,-1.5,0,0,-1,2,1,1,0,0,0,0,0,5,0,0,0,46
3227009,-.9162907,4,0,.0953102,0,2,3,1,0,0,0,0,0,0,0,0,0,46
3227009,2.014903,-2.5,0,-.1397619,-1,3,1,1,0,0,0,0,0,-10,0,0,0,47
3227009,.4054651,.5,0,-.0909718,0,3,3,1,0,0,0,0,0,-10,0,0,0,47
3227009,1.673976,-5.5,0,-.0953102,-1,4,1,1,0,0,0,0,0,5,0,0,0,48
3227009,-1.098612,-4.5,0,0,0,4,3,1,0,0,0,0,0,10,0,0,0,48
3350107,-6.214608,-10,0,-.3566749,-1,1,1,2,0,-1,0,0,0,0,0,0,0,9
3350107,0,0,0,.2623643,0,1,3,2,0,-1,0,0,0,0,0,0,0,9
3350107,-2.772589,-5,0,-1.272966,-1,2,1,2,0,0,0,0,0,0,0,0,0,10
3350107,-1.673976,-4,0,-.4462871,0,2,3,2,0,-1,0,0,0,0,0,0,0,10
3350107,-2.890372,-2.5,0,-.4248832,-1,3,1,2,0,-1,0,0,0,0,0,0,0,11
